MAG	KigC100	KigC1200	KigC150	KigC250	KigC300	KigCa35	KigCa65	KigCas0	KigOff0	KigOff120	KigOff40	KigOff80	KigOffSurface	MahC100	MahC200	MahC400	MahCa10	MahCa50	MahCa65	Mahsurface_10	Mahsurface_6	Mahsurface_7	Mahsurface_8	Mahsurface_9
M_DeepCast_200m_mx_001	7.05	14.48	13.12	12.26	10.77	16.70	9.62	22.49	23.66	0.18	14.44	0.48	19.41	13.79	8.66	8.17	17.91	6.52	5.54	18.63	6.40	13.40	9.57	10.70
M_DeepCast_100m_mx_312	1.17	4.43	2.22	4.21	5.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.32	5.40	4.37	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
K_Offshore_120m_m1_195	4.28	4.38	4.57	5.83	4.43	6.98	4.31	6.46	7.66	2.37	7.55	3.98	6.81	6.59	4.05	7.36	9.36	4.63	3.88	9.47	10.93	9.95	12.89	10.70
M_DeepCast_100m_m1_067	1.79	3.55	3.42	3.09	2.66	4.19	2.48	5.53	5.32	0.04	3.70	0.09	4.19	2.36	1.56	1.42	2.98	1.12	0.99	2.57	0.95	2.08	1.56	1.38
M_DeepCast_200m_m2_041	3.80	2.97	2.84	3.22	2.62	7.75	1.88	7.10	6.60	1.10	12.19	1.96	9.14	5.65	2.82	3.21	5.76	2.26	1.40	6.77	8.69	8.48	7.53	7.15
M_surface_10_m2_136	2.88	2.36	2.58	3.41	2.36	5.60	2.13	4.96	5.53	0.54	7.27	1.25	5.87	4.76	2.20	4.03	5.87	1.97	1.56	6.34	9.40	7.73	8.00	7.47
K_Offshore_80m_m1_039	2.41	2.36	1.79	1.02	2.08	0.04	6.58	0.01	0.01	15.97	0.04	9.40	0.02	2.52	1.70	1.86	0.18	11.34	6.95	0.01	0.03	0.00	0.01	0.02
K_DeepCast_35m_m2_037	1.70	2.11	1.80	2.32	1.76	2.69	2.28	2.61	3.23	0.99	3.02	1.23	2.63	2.04	1.71	1.81	2.35	1.29	1.29	1.66	1.11	1.78	2.30	1.26
K_Offshore_80m_m1_031	2.24	1.98	2.20	2.75	1.99	3.36	2.17	3.33	3.56	1.28	3.63	2.08	3.26	3.18	1.79	3.28	4.40	2.36	1.97	4.55	5.21	4.80	6.66	5.19
K_DeepCast_100m_mx_034	1.77	1.93	1.48	0.99	1.88	0.44	3.37	0.27	0.20	10.32	0.47	11.72	0.34	2.53	2.09	2.45	1.19	6.09	4.10	0.21	0.37	0.16	0.49	0.54
K_Offshore_0m_mx_139	2.62	1.91	2.25	2.45	1.57	6.42	2.08	4.09	3.31	0.21	3.96	0.47	5.50	3.24	2.81	1.91	3.24	1.22	0.88	3.46	5.07	3.46	3.05	3.54
M_surface_7_m2_239	1.54	1.40	1.54	1.87	1.46	2.56	1.13	2.46	2.78	0.68	3.48	1.72	2.81	2.15	1.17	1.97	3.18	1.16	0.87	2.98	3.46	3.01	3.79	3.26
M_DeepCast_100m_m2_072	1.19	1.38	1.36	1.74	1.12	1.92	1.36	1.90	1.48	0.11	1.55	0.21	1.24	1.42	0.99	1.34	1.94	0.87	0.76	1.89	2.34	1.84	2.43	2.59
M_DeepCast_65m_m2_268	7.36	1.21	3.80	0.68	1.63	0.00	0.03	0.00	0.00	0.01	0.00	0.00	0.00	1.90	0.64	0.27	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00
K_DeepCast_0m_m1_227	0.76	1.15	1.00	1.36	0.97	1.37	0.81	1.38	0.97	0.20	1.09	0.62	1.16	0.97	0.67	1.16	1.53	0.61	0.56	1.43	1.48	1.47	2.02	1.48
K_DeepCast_150m_m2_250	6.62	1.13	2.98	0.77	1.58	0.00	0.20	0.00	0.00	0.28	0.00	0.00	0.00	1.94	1.73	0.83	0.00	0.01	8.29	0.00	0.00	0.00	0.00	0.00
K_DeepCast_0m_m2_222	1.86	1.12	1.59	1.55	1.16	3.33	1.75	2.89	1.18	0.07	1.80	0.10	1.91	1.54	0.93	0.83	1.77	0.75	0.70	2.64	4.20	3.18	2.86	4.14
K_DeepCast_35m_m2_155	0.53	1.11	1.00	0.89	0.84	1.36	0.76	1.72	2.41	0.02	1.67	0.03	1.93	0.93	0.59	0.59	1.25	0.42	0.39	1.26	0.53	1.09	0.73	0.71
K_Offshore_surface_mx_210	0.78	0.95	0.88	0.98	0.85	1.66	0.74	1.53	3.00	0.18	3.09	0.28	2.24	1.26	0.75	0.90	1.54	0.56	0.42	1.54	1.24	1.91	1.55	1.14
M_DeepCast_65m_mx_236	0.61	0.90	0.69	0.62	0.78	0.38	2.45	0.34	0.40	3.77	0.41	4.21	0.36	0.69	0.70	0.75	0.45	2.03	2.47	0.31	0.31	0.32	0.43	0.32
K_DeepCast_35m_m1_018	0.75	0.80	0.80	1.00	0.64	1.29	0.72	1.20	1.40	0.02	1.45	0.05	1.58	1.07	0.74	0.76	1.35	0.58	0.47	1.66	1.40	2.02	1.72	1.53
K_DeepCast_100m_m1_199	0.45	0.79	0.63	0.90	1.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	1.09	1.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00
K_DeepCast_0m_m1_088	0.35	0.76	0.67	0.63	0.57	0.92	0.49	1.10	1.24	0.01	0.78	0.05	1.07	1.13	0.82	0.65	1.53	0.50	0.46	1.70	0.57	1.13	0.79	1.05
K_DeepCast_65m_m2_129	0.35	0.74	0.53	0.41	0.65	0.04	2.26	0.03	0.02	2.84	0.03	3.10	0.02	0.49	0.54	0.59	0.09	2.70	2.55	0.01	0.03	0.01	0.02	0.04
K_DeepCast_100m_mx_276	0.66	0.71	0.77	0.81	1.04	0.00	0.11	0.00	0.00	0.10	0.00	0.05	0.00	0.21	1.02	0.83	0.00	0.10	0.15	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m2_317	0.19	0.70	0.35	0.61	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.89	0.79	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m1_045	0.02	0.70	0.12	0.62	1.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.50	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_65m_m2_221	0.65	0.65	0.62	0.51	0.62	0.30	1.86	0.24	0.28	3.64	0.38	2.82	0.31	0.76	0.56	0.80	0.35	2.95	2.76	0.32	0.50	0.39	0.40	0.41
K_Offshore_0m_mx_037	0.34	0.62	0.57	0.54	0.47	0.78	0.42	0.96	1.37	0.02	0.87	0.03	1.14	0.61	0.42	0.37	0.78	0.28	0.24	0.85	0.42	0.67	0.48	0.50
M_surface_8_m2_026	0.46	0.56	0.57	0.74	0.58	0.86	0.41	0.85	0.83	0.09	0.93	0.23	0.85	0.87	0.48	0.99	1.41	0.49	0.43	1.31	1.45	1.31	1.69	1.49
M_surface_9_m1_013	0.73	0.55	0.73	0.80	0.55	1.30	0.67	1.12	1.28	0.02	1.47	0.02	1.25	0.81	0.54	0.60	1.00	0.43	0.40	1.45	1.93	1.83	1.80	2.07
M_surface_9_m2_080	0.61	0.55	0.57	0.77	0.55	1.24	0.47	1.04	1.16	0.16	1.47	0.39	1.13	1.15	0.54	1.04	1.41	0.48	0.38	1.30	2.12	1.55	1.59	1.72
K_DeepCast_300m_m2_256	0.23	0.51	0.16	0.25	0.48	0.40	0.11	0.26	0.11	0.03	0.20	0.06	0.24	0.31	0.33	0.49	0.28	0.09	0.06	0.52	1.49	0.56	0.44	0.49
K_DeepCast_150m_m2_101	0.23	0.51	0.45	0.43	0.38	0.61	0.32	0.71	0.77	0.01	0.45	0.04	0.68	1.05	0.79	0.59	1.46	0.46	0.43	1.66	0.52	1.04	0.76	1.04
K_Offshore_80m_m2_121	0.53	0.51	0.38	0.22	0.43	0.01	1.63	0.00	0.00	2.66	0.00	1.48	0.00	0.39	0.40	0.39	0.05	1.95	2.51	0.00	0.01	0.00	0.00	0.01
M_surface_8_m2_185	0.56	0.50	0.58	0.59	0.43	1.00	0.39	1.10	0.79	0.92	1.68	1.31	1.25	0.90	0.38	0.51	0.90	0.66	0.30	1.13	1.23	1.23	1.10	1.12
M_surface_10_m1_294	0.50	0.49	0.51	0.69	0.44	0.84	0.61	0.73	0.70	0.08	0.83	0.10	0.62	0.43	0.34	0.33	0.45	0.21	0.17	0.36	0.21	0.36	0.31	0.27
M_DeepCast_50m_m1_018	0.39	0.48	0.39	0.29	0.47	0.10	1.95	0.08	0.03	1.59	0.06	1.31	0.06	0.33	0.37	0.33	0.08	1.89	1.65	0.08	0.12	0.09	0.08	0.12
K_DeepCast_100m_m2_118	0.71	0.47	0.79	0.90	0.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	1.17	0.67	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00
M_surface_10_m2_188	0.36	0.44	0.44	0.64	0.43	0.60	0.34	0.62	0.63	0.04	0.72	0.09	0.65	0.51	0.36	0.70	1.00	0.35	0.30	0.99	1.13	0.95	1.49	1.05
K_Offshore_80m_m2_203	0.45	0.44	0.33	0.19	0.39	0.01	1.27	0.00	0.00	3.05	0.01	1.71	0.00	0.47	0.32	0.34	0.03	2.13	1.26	0.00	0.00	0.00	0.00	0.00
M_DeepCast_100m_m1_014	0.24	0.43	0.34	0.23	0.35	0.01	1.93	0.01	0.00	2.34	0.01	1.83	0.01	0.20	0.28	0.29	0.03	1.75	1.07	0.01	0.01	0.01	0.01	0.01
K_DeepCast_1200m_m2_283	3.16	0.43	1.97	0.35	0.74	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.84	0.72	0.15	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00
K_DeepCast_35m_m2_191	0.33	0.42	0.35	0.40	0.33	0.55	0.50	0.49	0.40	0.60	0.40	0.78	0.32	0.49	0.61	0.55	0.54	0.42	0.31	0.37	0.27	0.29	0.45	0.32
K_DeepCast_250m_m2_302	0.37	0.41	0.42	0.46	0.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.62	0.53	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m1_110	0.07	0.39	0.15	0.36	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.40	0.51	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
K_DeepCast_35m_m2_259	0.17	0.39	0.27	0.24	0.36	0.06	1.02	0.05	0.03	1.41	0.04	1.70	0.03	0.27	0.32	0.36	0.09	1.37	1.04	0.02	0.04	0.02	0.04	0.05
M_DeepCast_50m_m2_117	0.36	0.36	0.33	0.26	0.37	0.13	1.04	0.11	0.10	1.77	0.15	2.37	0.12	0.37	0.32	0.40	0.20	1.46	1.43	0.12	0.18	0.12	0.17	0.18
M_DeepCast_50m_m2_151	0.16	0.36	0.23	0.17	0.31	0.01	1.14	0.00	0.00	2.24	0.00	1.48	0.00	0.27	0.29	0.35	0.07	1.56	0.73	0.00	0.01	0.00	0.01	0.00
K_DeepCast_1200m_m2_191	0.43	0.35	0.47	0.32	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.40	0.39	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00
K_Offshore_40m_m1_049	0.56	0.34	0.39	0.45	0.32	1.01	0.31	0.98	0.64	0.04	0.80	0.10	0.92	0.71	0.39	0.36	0.70	0.25	0.19	1.29	1.37	1.49	1.22	1.34
M_DeepCast_400m_m2_207	0.01	0.33	0.03	0.17	0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m2_176	1.36	0.33	0.83	0.53	0.54	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.32	0.71	0.33	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m2_150	0.53	0.33	0.44	0.52	0.33	0.83	0.45	0.73	0.36	0.00	0.44	0.01	0.49	0.32	0.22	0.22	0.35	0.13	0.11	0.37	0.60	0.56	0.38	0.86
M_DeepCast_50m_m2_218	0.31	0.31	0.36	0.38	0.26	0.45	0.33	0.42	0.70	0.04	0.69	0.10	0.62	0.34	0.28	0.30	0.49	0.24	0.21	0.53	0.78	0.61	0.74	0.73
K_DeepCast_35m_m1_286	0.23	0.31	0.27	0.28	0.23	0.46	0.23	0.55	0.45	0.06	0.42	0.07	0.36	0.28	0.25	0.19	0.34	0.15	0.15	0.19	0.13	0.22	0.20	0.16
K_Offshore_80m_m2_224	0.33	0.31	0.34	0.37	0.24	0.75	0.32	0.63	0.23	0.07	0.30	0.19	0.33	0.49	0.32	0.29	0.55	0.22	0.21	0.53	0.75	0.60	0.58	0.83
M_DeepCast_100m_m2_214	0.35	0.31	0.32	0.43	0.25	0.65	0.29	0.54	0.26	0.03	0.28	0.09	0.30	0.47	0.38	0.36	0.54	0.22	0.19	0.54	0.44	0.63	0.61	0.59
M_surface_9_mx_199	0.43	0.30	0.38	0.52	0.29	0.73	0.38	0.55	0.15	0.03	0.62	0.36	0.44	0.55	0.55	0.31	0.75	0.20	0.25	0.65	2.12	1.11	0.76	2.25
K_DeepCast_150m_m1_110	0.18	0.30	0.32	0.40	0.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.51	0.39	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_224	0.13	0.30	0.20	0.13	0.23	0.02	1.09	0.01	0.01	1.28	0.01	1.60	0.01	0.18	0.20	0.20	0.04	1.07	0.88	0.01	0.01	0.00	0.01	0.01
K_Offshore_80m_m2_029	0.10	0.30	0.18	0.14	0.20	0.07	0.73	0.06	0.04	0.81	0.05	0.89	0.05	0.22	0.30	0.25	0.16	0.62	0.55	0.03	0.02	0.02	0.06	0.03
K_DeepCast_250m_m2_231	0.01	0.30	0.05	0.19	0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_040	0.14	0.27	0.20	0.17	0.27	0.06	0.56	0.04	0.03	2.17	0.05	2.41	0.04	0.31	0.35	0.46	0.26	1.08	0.57	0.03	0.05	0.02	0.10	0.06
M_DeepCast_400m_m1_028	0.12	0.27	0.14	0.32	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.33	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m1_112	0.16	0.26	0.25	0.27	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.41	0.29	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
M_DeepCast_200m_mx_194	0.05	0.25	0.12	0.31	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.41	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_0m_m1_007	0.25	0.25	0.26	0.39	0.25	0.52	0.20	0.40	0.33	0.05	0.45	0.13	0.43	0.46	0.23	0.52	0.65	0.24	0.19	0.57	0.97	0.69	0.91	0.73
M_surface_9_m2_112	0.20	0.25	0.21	0.28	0.19	0.25	0.20	0.36	0.56	0.02	0.42	0.02	0.35	0.14	0.12	0.16	0.18	0.07	0.07	0.25	0.25	0.27	0.38	0.22
K_Offshore_80m_m1_206	0.46	0.25	0.23	0.15	0.22	0.00	1.00	0.00	0.00	0.86	0.00	0.44	0.00	0.17	0.17	0.17	0.01	0.70	1.60	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m2_018	0.29	0.24	0.32	0.25	0.26	0.04	1.45	0.01	0.00	2.60	0.01	4.21	0.01	0.24	0.43	0.28	0.05	1.04	0.83	0.00	0.01	0.00	0.01	0.01
M_surface_10_mx_236	0.35	0.24	0.35	0.34	0.23	0.73	0.49	0.39	0.21	0.20	0.41	0.38	0.54	0.47	0.48	0.35	0.56	0.19	0.15	0.56	2.12	1.15	0.61	1.02
K_DeepCast_100m_m2_152	0.14	0.23	0.20	0.25	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.36	0.29	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m1_077	0.03	0.23	0.11	0.19	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.23	0.16	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
K_DeepCast_35m_m1_052	0.21	0.22	0.24	0.28	0.20	0.42	0.25	0.33	0.03	0.00	0.07	0.00	0.05	0.26	0.16	0.20	0.32	0.15	0.12	0.30	0.37	0.40	0.35	0.55
K_DeepCast_0m_m1_144	0.17	0.22	0.21	0.23	0.16	0.47	0.20	0.27	0.39	0.00	0.32	0.01	0.41	0.20	0.23	0.21	0.25	0.09	0.11	0.21	0.15	0.18	0.22	0.15
M_DeepCast_400m_m2_062	0.01	0.21	0.05	0.17	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m2_102	0.02	0.21	0.09	0.15	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.18	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m2_221	0.07	0.21	0.13	0.09	0.17	0.01	0.50	0.01	0.00	0.85	0.01	0.74	0.00	0.10	0.11	0.11	0.02	0.68	0.37	0.00	0.00	0.00	0.00	0.00
K_DeepCast_1200m_m2_081	0.01	0.21	0.02	0.03	0.12	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.10	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01
K_Offshore_120m_m2_148	0.14	0.21	0.19	0.19	0.18	0.13	0.76	0.11	0.12	0.64	0.14	0.82	0.10	0.14	0.17	0.15	0.08	0.47	0.27	0.06	0.04	0.06	0.05	0.05
M_surface_10_m2_119	0.11	0.20	0.20	0.18	0.16	0.24	0.14	0.31	0.42	0.03	0.25	0.06	0.40	0.23	0.19	0.14	0.30	0.12	0.11	0.33	0.09	0.22	0.14	0.15
K_DeepCast_35m_m1_288	0.10	0.20	0.18	0.17	0.15	0.26	0.13	0.29	0.28	0.00	0.17	0.01	0.25	0.27	0.20	0.15	0.36	0.12	0.11	0.38	0.14	0.27	0.19	0.24
K_DeepCast_250m_m2_143	0.01	0.20	0.05	0.19	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m2_316	0.37	0.19	0.33	0.35	0.35	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.06	0.37	0.31	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m2_061	0.18	0.19	0.23	0.23	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.40	0.20	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
M_DeepCast_100m_m1_317	0.20	0.19	0.20	0.22	0.15	0.38	0.21	0.28	0.37	0.03	0.30	0.02	0.27	0.26	0.30	0.26	0.28	0.12	0.13	0.21	0.20	0.24	0.28	0.28
K_Offshore_120m_m1_194	0.13	0.18	0.16	0.19	0.16	0.20	0.21	0.18	0.13	0.26	0.14	0.35	0.12	0.16	0.13	0.16	0.19	0.20	0.12	0.17	0.21	0.17	0.22	0.24
M_DeepCast_400m_m2_130	0.03	0.18	0.07	0.14	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.15	0.25	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_mx_068	0.30	0.18	0.21	0.21	0.26	0.04	0.11	0.03	0.03	0.08	0.03	0.05	0.03	0.12	0.27	0.21	0.03	0.05	1.27	0.03	0.04	0.04	0.03	0.04
K_DeepCast_100m_m2_189	0.09	0.18	0.14	0.21	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.27	0.22	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_222	0.14	0.18	0.16	0.17	0.15	0.20	0.32	0.19	0.13	0.62	0.14	0.80	0.11	0.24	0.28	0.25	0.23	0.33	0.18	0.14	0.10	0.11	0.18	0.13
K_DeepCast_250m_m1_199	0.64	0.18	0.69	0.31	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.81	0.15	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
M_surface_10_m2_179	0.09	0.18	0.17	0.15	0.13	0.22	0.12	0.28	0.29	0.00	0.18	0.01	0.25	0.21	0.14	0.12	0.29	0.10	0.09	0.28	0.11	0.19	0.13	0.20
K_DeepCast_35m_m2_067	0.08	0.17	0.13	0.15	0.15	0.19	0.11	0.22	0.09	0.10	0.10	0.23	0.08	0.23	0.18	0.22	0.27	0.12	0.13	0.14	0.09	0.12	0.16	0.14
K_DeepCast_150m_m1_139	0.07	0.17	0.18	0.34	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.40	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_1200m_m2_124	0.01	0.17	0.03	0.03	0.08	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.06	0.00	0.00	0.01	0.00	0.00	0.01	0.00	0.00
M_DeepCast_50m_m1_133	0.07	0.17	0.08	0.06	0.10	0.00	0.62	0.00	0.00	0.29	0.00	0.15	0.00	0.06	0.07	0.07	0.01	0.39	0.25	0.00	0.00	0.00	0.00	0.00
M_surface_7_m2_037	0.09	0.17	0.15	0.15	0.13	0.22	0.11	0.26	0.26	0.00	0.16	0.01	0.24	0.38	0.25	0.19	0.51	0.16	0.15	0.59	0.19	0.37	0.30	0.39
M_DeepCast_50m_m1_060	0.17	0.16	0.13	0.07	0.14	0.01	0.47	0.00	0.00	1.11	0.01	0.64	0.00	0.18	0.12	0.13	0.02	0.79	0.47	0.00	0.01	0.00	0.00	0.01
K_DeepCast_250m_mx_116	0.04	0.16	0.10	0.20	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.26	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_057	0.08	0.16	0.13	0.10	0.13	0.04	0.63	0.03	0.03	0.98	0.03	0.66	0.02	0.11	0.12	0.12	0.04	0.72	0.27	0.03	0.04	0.03	0.04	0.05
M_surface_10_m1_298	0.09	0.16	0.15	0.14	0.12	0.22	0.11	0.27	0.25	0.00	0.16	0.01	0.23	0.23	0.15	0.12	0.31	0.10	0.09	0.34	0.12	0.22	0.16	0.22
M_DeepCast_200m_m2_208	0.03	0.16	0.08	0.22	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.25	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_400m_m2_128	0.01	0.16	0.02	0.10	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_surface_10_m2_180	0.12	0.16	0.13	0.18	0.13	0.24	0.08	0.26	0.27	0.01	0.29	0.02	0.24	0.24	0.14	0.19	0.29	0.10	0.09	0.26	0.21	0.26	0.26	0.30
K_Offshore_40m_m1_251	0.16	0.15	0.17	0.18	0.13	0.29	0.18	0.32	0.26	0.00	0.22	0.00	0.29	0.17	0.09	0.09	0.22	0.08	0.08	0.34	0.47	0.39	0.31	0.44
K_DeepCast_150m_m2_056	0.32	0.15	0.33	0.17	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.38	0.16	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
K_DeepCast_1200m_m2_207	0.07	0.15	0.11	0.17	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.20	0.18	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
K_Offshore_120m_mx_162	0.07	0.14	0.11	0.07	0.12	0.02	0.44	0.01	0.01	0.85	0.02	0.86	0.01	0.08	0.11	0.10	0.02	0.49	0.25	0.01	0.01	0.01	0.01	0.01
K_Offshore_40m_m2_034	0.15	0.14	0.16	0.20	0.12	0.28	0.10	0.29	0.19	0.05	0.33	0.10	0.24	0.22	0.10	0.18	0.29	0.11	0.07	0.31	0.45	0.35	0.40	0.33
K_DeepCast_150m_m1_063	0.08	0.14	0.13	0.14	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.20	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m1_157	0.08	0.14	0.15	0.09	0.12	0.00	0.58	0.00	0.00	0.98	0.00	0.84	0.00	0.13	0.21	0.13	0.01	0.67	0.26	0.00	0.00	0.00	0.00	0.00
K_DeepCast_1200m_m1_255	0.04	0.14	0.08	0.10	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.16	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_40m_mx_105	0.07	0.14	0.12	0.12	0.10	0.14	0.09	0.21	0.33	0.00	0.22	0.01	0.24	0.13	0.09	0.09	0.18	0.06	0.05	0.20	0.09	0.17	0.12	0.12
M_surface_9_m2_101	0.09	0.13	0.12	0.14	0.11	0.19	0.08	0.18	0.19	0.06	0.23	0.12	0.17	0.15	0.08	0.15	0.23	0.09	0.06	0.20	0.21	0.20	0.24	0.19
M_DeepCast_65m_m2_001	0.07	0.13	0.12	0.08	0.09	0.00	0.92	0.00	0.00	0.90	0.00	0.26	0.00	0.10	0.16	0.10	0.00	0.62	0.50	0.00	0.00	0.00	0.00	0.00
K_Offshore_surface_m2_011	0.09	0.13	0.13	0.12	0.12	0.15	0.09	0.17	0.25	0.03	0.14	0.07	0.32	0.13	0.21	0.10	0.16	0.08	0.07	0.14	0.04	0.10	0.10	0.07
K_Offshore_40m_m2_212	0.07	0.13	0.10	0.09	0.12	0.02	0.37	0.02	0.01	0.50	0.02	0.61	0.01	0.10	0.11	0.12	0.04	0.51	0.38	0.01	0.02	0.01	0.02	0.02
K_Offshore_40m_m2_012	0.08	0.13	0.12	0.14	0.13	0.18	0.09	0.19	0.16	0.04	0.22	0.07	0.21	0.15	0.10	0.21	0.24	0.11	0.09	0.24	0.13	0.19	0.32	0.18
K_DeepCast_100m_m2_028	0.32	0.13	0.26	0.30	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.33	0.23	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
M_surface_10_m2_076	0.14	0.13	0.15	0.22	0.14	0.33	0.12	0.25	0.33	0.02	0.44	0.04	0.40	0.22	0.12	0.23	0.29	0.11	0.08	0.32	0.62	0.38	0.42	0.44
K_Offshore_40m_m2_080	0.15	0.13	0.12	0.14	0.10	0.31	0.10	0.30	0.32	0.00	0.32	0.00	0.36	0.15	0.12	0.08	0.16	0.05	0.04	0.13	0.10	0.17	0.13	0.12
K_DeepCast_300m_m2_247	0.01	0.13	0.05	0.11	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.14	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
