MAG	KigC100	KigC1200	KigC150	KigC250	KigC300	KigCa35	KigCa65	KigCas0	KigOff0	KigOff120	KigOff40	KigOff80	KigOffSurface	MahC100	MahC200	MahC400	MahCa10	MahCa50	MahCa65	Mahsurface_10	Mahsurface_6	Mahsurface_7	Mahsurface_8	Mahsurface_9
K_DeepCast_0m_m2_115	0.03	0.03	0.03	0.04	0.02	0.03	0.03	0.06	0.01	0.00	0.01	0.00	0.01	0.03	0.01	0.01	0.03	0.01	0.01	0.02	0.03	0.03	0.03	0.04
K_Offshore_surface_mx_261	0.03	0.03	0.03	0.04	0.02	0.06	0.04	0.04	0.01	0.01	0.02	0.01	0.02	0.05	0.03	0.04	0.06	0.04	0.03	0.06	0.08	0.09	0.06	0.10
K_Offshore_80m_m2_056	0.02	0.03	0.02	0.01	0.02	0.00	0.05	0.00	0.00	0.09	0.00	0.11	0.00	0.01	0.02	0.02	0.01	0.08	0.08	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_218	0.02	0.03	0.02	0.01	0.02	0.00	0.09	0.00	0.00	0.11	0.00	0.14	0.00	0.01	0.02	0.01	0.00	0.06	0.04	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m2_071	0.11	0.03	0.09	0.02	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.06	0.02	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_102	0.02	0.03	0.02	0.02	0.03	0.01	0.04	0.00	0.00	0.17	0.00	0.30	0.00	0.02	0.04	0.03	0.01	0.05	0.03	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m1_149	0.19	0.03	0.10	0.03	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.02	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
K_Offshore_120m_m2_141	0.01	0.03	0.02	0.01	0.02	0.00	0.07	0.00	0.00	0.14	0.00	0.16	0.00	0.02	0.02	0.02	0.01	0.08	0.05	0.00	0.00	0.00	0.00	0.00
K_Offshore_40m_m2_104	0.02	0.02	0.02	0.03	0.02	0.03	0.03	0.03	0.28	0.02	0.23	0.02	0.24	0.03	0.03	0.02	0.03	0.02	0.02	0.02	0.03	0.03	0.03	0.02
K_DeepCast_100m_m2_268	0.18	0.02	0.05	0.03	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.04	0.02	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m2_233	0.02	0.02	0.01	0.01	0.01	0.00	0.09	0.00	0.00	0.02	0.00	0.00	0.00	0.01	0.01	0.02	0.00	0.11	0.07	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_041	0.02	0.02	0.02	0.02	0.03	0.01	0.05	0.01	0.02	0.11	0.02	0.18	0.02	0.02	0.03	0.02	0.01	0.04	0.04	0.01	0.01	0.01	0.01	0.01
K_Offshore_80m_m2_194	0.01	0.02	0.01	0.01	0.02	0.00	0.06	0.00	0.00	0.12	0.00	0.18	0.00	0.01	0.02	0.01	0.00	0.06	0.02	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_113	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.04	0.01	0.05	0.01	0.10	0.01	0.04	0.03	0.03	0.04	0.02	0.03	0.01	0.01	0.01	0.02	0.02
K_Offshore_40m_m2_105	0.02	0.02	0.03	0.04	0.02	0.04	0.02	0.04	0.08	0.00	0.07	0.01	0.07	0.03	0.02	0.04	0.05	0.02	0.02	0.05	0.04	0.05	0.07	0.05
K_Offshore_120m_m2_023	0.01	0.02	0.01	0.01	0.01	0.00	0.13	0.00	0.00	0.16	0.00	0.02	0.00	0.03	0.03	0.03	0.00	0.18	0.06	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m1_084	0.09	0.02	0.08	0.03	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.06	0.02	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
M_DeepCast_400m_m2_195	0.00	0.02	0.01	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_200m_mx_295	0.00	0.02	0.01	0.03	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_40m_m2_150	0.01	0.02	0.02	0.02	0.02	0.03	0.02	0.03	0.06	0.00	0.06	0.01	0.04	0.02	0.02	0.02	0.03	0.01	0.01	0.02	0.01	0.02	0.02	0.02
K_Offshore_80m_m1_177	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.01	0.06	0.01	0.13	0.01	0.06	0.06	0.06	0.07	0.04	0.05	0.02	0.02	0.01	0.03	0.03
M_surface_9_m1_291	0.01	0.02	0.02	0.02	0.02	0.03	0.02	0.04	0.04	0.00	0.02	0.00	0.03	0.02	0.01	0.01	0.03	0.01	0.01	0.03	0.01	0.02	0.02	0.02
M_DeepCast_50m_m2_133	0.02	0.02	0.02	0.02	0.02	0.00	0.16	0.00	0.00	0.21	0.00	0.04	0.00	0.03	0.06	0.04	0.00	0.18	0.11	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_003	0.01	0.02	0.01	0.01	0.02	0.00	0.06	0.00	0.00	0.12	0.00	0.14	0.00	0.02	0.02	0.02	0.01	0.06	0.03	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m2_321	0.18	0.02	0.07	0.04	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.07	0.03	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_014	0.08	0.02	0.04	0.01	0.03	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.03	0.02	0.01	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m1_285	0.01	0.02	0.02	0.01	0.01	0.00	0.08	0.00	0.00	0.09	0.00	0.01	0.00	0.05	0.04	0.04	0.04	0.18	0.05	0.04	0.00	0.04	0.03	0.03
K_Offshore_surface_m2_247	0.03	0.02	0.03	0.02	0.02	0.04	0.02	0.05	0.05	0.00	0.05	0.00	0.05	0.03	0.02	0.02	0.04	0.02	0.01	0.03	0.05	0.04	0.05	0.05
K_DeepCast_65m_m2_193	0.01	0.02	0.01	0.01	0.01	0.00	0.08	0.00	0.00	0.04	0.00	0.02	0.00	0.01	0.01	0.01	0.00	0.07	0.04	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m1_270	0.05	0.02	0.06	0.01	0.03	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.04	0.07	0.02	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_035	0.02	0.02	0.01	0.01	0.02	0.00	0.05	0.00	0.00	0.12	0.00	0.11	0.00	0.02	0.02	0.02	0.01	0.06	0.06	0.00	0.00	0.00	0.00	0.00
M_DeepCast_100m_m2_066	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.03	0.01	0.03	0.01	0.05	0.01	0.07	0.08	0.07	0.09	0.04	0.05	0.02	0.02	0.01	0.03	0.02
K_Offshore_80m_m1_159	0.01	0.02	0.01	0.01	0.02	0.00	0.04	0.00	0.00	0.10	0.00	0.16	0.00	0.01	0.01	0.01	0.00	0.05	0.03	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m2_167	0.10	0.02	0.07	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.04	0.01	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m1_019	0.07	0.02	0.06	0.02	0.03	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.03	0.06	0.01	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m2_162	0.01	0.02	0.01	0.01	0.02	0.00	0.05	0.00	0.00	0.04	0.00	0.05	0.00	0.01	0.01	0.01	0.00	0.06	0.01	0.00	0.00	0.00	0.00	0.00
K_Offshore_120m_m2_038	0.01	0.02	0.01	0.01	0.01	0.00	0.08	0.00	0.00	0.14	0.00	0.09	0.00	0.01	0.01	0.01	0.00	0.08	0.04	0.00	0.00	0.00	0.00	0.00
K_DeepCast_35m_m1_073	0.02	0.02	0.02	0.02	0.02	0.05	0.01	0.04	0.01	0.01	0.02	0.01	0.02	0.03	0.02	0.02	0.03	0.01	0.01	0.03	0.03	0.03	0.04	0.03
K_DeepCast_35m_m2_046	0.02	0.02	0.02	0.02	0.02	0.06	0.02	0.03	0.03	0.00	0.02	0.00	0.02	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_146	0.02	0.02	0.02	0.01	0.02	0.01	0.02	0.01	0.01	0.06	0.01	0.07	0.01	0.01	0.01	0.01	0.01	0.03	0.03	0.00	0.00	0.00	0.01	0.00
K_Offshore_40m_m2_283	0.01	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.04	0.00	0.04	0.00	0.04	0.02	0.02	0.02	0.03	0.01	0.01	0.02	0.02	0.02	0.02	0.02
K_Offshore_80m_m2_061	0.01	0.02	0.01	0.01	0.02	0.00	0.04	0.00	0.00	0.06	0.00	0.10	0.00	0.01	0.01	0.01	0.01	0.04	0.03	0.00	0.01	0.00	0.00	0.00
M_surface_7_m1_001	0.02	0.02	0.02	0.02	0.02	0.05	0.02	0.03	0.02	0.00	0.01	0.00	0.02	0.03	0.02	0.02	0.03	0.01	0.01	0.05	0.05	0.06	0.06	0.03
K_Offshore_120m_m2_034	0.01	0.02	0.02	0.01	0.02	0.01	0.07	0.01	0.00	0.20	0.01	0.14	0.00	0.02	0.02	0.02	0.01	0.09	0.03	0.01	0.01	0.01	0.01	0.01
K_Offshore_40m_m1_243	0.01	0.02	0.02	0.02	0.02	0.03	0.01	0.02	0.04	0.00	0.04	0.00	0.04	0.02	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.02	0.01
K_Offshore_40m_m2_139	0.02	0.02	0.02	0.02	0.02	0.03	0.01	0.03	0.03	0.01	0.05	0.01	0.04	0.02	0.01	0.02	0.03	0.01	0.01	0.03	0.05	0.04	0.05	0.04
K_Offshore_80m_m2_094	0.01	0.02	0.01	0.01	0.02	0.00	0.04	0.00	0.00	0.06	0.00	0.08	0.00	0.01	0.01	0.01	0.00	0.05	0.03	0.00	0.00	0.00	0.00	0.00
M_DeepCast_100m_mx_118	0.01	0.02	0.02	0.02	0.01	0.03	0.02	0.02	0.02	0.06	0.02	0.11	0.02	0.06	0.07	0.07	0.08	0.04	0.04	0.02	0.02	0.01	0.03	0.02
K_Offshore_surface_m2_088	0.02	0.02	0.02	0.03	0.02	0.04	0.02	0.04	0.00	0.00	0.01	0.00	0.01	0.03	0.02	0.02	0.03	0.02	0.01	0.04	0.04	0.05	0.04	0.06
K_Offshore_80m_m2_170	0.01	0.02	0.01	0.01	0.02	0.00	0.04	0.00	0.00	0.12	0.00	0.26	0.00	0.01	0.01	0.01	0.00	0.03	0.02	0.00	0.00	0.00	0.00	0.00
M_surface_9_m1_296	0.03	0.02	0.03	0.03	0.02	0.05	0.03	0.04	0.06	0.00	0.07	0.00	0.07	0.03	0.02	0.02	0.03	0.01	0.01	0.05	0.12	0.07	0.06	0.11
M_DeepCast_400m_m2_244	0.00	0.02	0.01	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m1_220	0.01	0.02	0.01	0.01	0.02	0.01	0.03	0.01	0.00	0.06	0.00	0.09	0.00	0.01	0.01	0.01	0.01	0.04	0.03	0.00	0.00	0.00	0.01	0.00
M_surface_9_mx_130	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.01	0.03	0.05	0.03	0.03	0.05
K_Offshore_surface_m1_010	0.02	0.02	0.02	0.02	0.02	0.04	0.01	0.03	0.05	0.00	0.05	0.00	0.07	0.03	0.02	0.02	0.03	0.01	0.01	0.05	0.04	0.06	0.05	0.04
K_Offshore_120m_m2_041	0.02	0.02	0.02	0.01	0.02	0.00	0.07	0.00	0.01	0.11	0.01	0.06	0.01	0.01	0.02	0.02	0.01	0.05	0.05	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m2_086	0.08	0.02	0.07	0.02	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.05	0.02	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
K_DeepCast_35m_m2_327	0.02	0.02	0.02	0.02	0.02	0.04	0.02	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_40m_m1_292	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.03	0.06	0.00	0.05	0.00	0.05	0.02	0.02	0.02	0.03	0.01	0.01	0.03	0.02	0.03	0.04	0.02
M_DeepCast_65m_m2_181	0.03	0.02	0.02	0.01	0.02	0.00	0.09	0.00	0.00	0.13	0.00	0.10	0.00	0.02	0.04	0.03	0.00	0.07	0.20	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m2_207	0.00	0.02	0.01	0.01	0.01	0.00	0.03	0.00	0.00	0.04	0.00	0.02	0.00	0.01	0.01	0.01	0.00	0.05	0.02	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_256	0.02	0.02	0.02	0.01	0.02	0.00	0.04	0.00	0.00	0.05	0.00	0.05	0.00	0.01	0.01	0.01	0.00	0.06	0.07	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_126	0.08	0.02	0.03	0.01	0.02	0.00	0.04	0.00	0.00	0.05	0.00	0.00	0.00	0.05	0.04	0.03	0.00	0.00	0.60	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m2_305	0.05	0.02	0.08	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m2_048	0.05	0.02	0.06	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.09	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_400m_m1_331	0.01	0.02	0.01	0.04	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_DeepCast_65m_m2_238	0.01	0.02	0.01	0.01	0.01	0.00	0.08	0.00	0.00	0.08	0.00	0.03	0.00	0.01	0.01	0.01	0.00	0.07	0.05	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m2_049	0.01	0.02	0.01	0.01	0.01	0.00	0.05	0.00	0.00	0.08	0.00	0.05	0.00	0.01	0.01	0.01	0.00	0.09	0.03	0.00	0.00	0.00	0.00	0.00
K_Offshore_40m_m1_054	0.01	0.02	0.01	0.02	0.01	0.03	0.01	0.02	0.03	0.00	0.06	0.00	0.04	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.01
K_Offshore_40m_m2_131	0.02	0.02	0.01	0.02	0.02	0.05	0.01	0.02	0.03	0.00	0.06	0.00	0.06	0.02	0.01	0.01	0.02	0.01	0.01	0.02	0.04	0.02	0.03	0.04
M_surface_7_m2_040	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.03	0.03	0.00	0.02	0.00	0.03	0.02	0.01	0.01	0.02	0.01	0.01	0.02	0.01	0.02	0.01	0.01
K_DeepCast_100m_mx_210	0.06	0.02	0.04	0.03	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.05	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K_Offshore_surface_m1_220	0.01	0.02	0.02	0.02	0.01	0.03	0.01	0.02	0.05	0.00	0.03	0.00	0.05	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.03	0.03	0.02
K_Offshore_80m_m2_097	0.01	0.02	0.01	0.01	0.01	0.00	0.04	0.00	0.00	0.56	0.00	0.33	0.00	0.01	0.02	0.02	0.00	0.10	0.02	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m2_194	0.02	0.02	0.01	0.01	0.01	0.00	0.05	0.00	0.00	0.05	0.00	0.02	0.00	0.01	0.01	0.01	0.00	0.05	0.04	0.00	0.00	0.00	0.00	0.00
K_Offshore_40m_m1_063	0.01	0.01	0.01	0.01	0.01	0.03	0.01	0.02	0.03	0.00	0.06	0.01	0.06	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.02	0.00	0.01	0.01
K_DeepCast_100m_m2_307	0.10	0.01	0.04	0.02	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.06	0.03	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
K_DeepCast_65m_m1_217	0.00	0.01	0.01	0.01	0.01	0.00	0.06	0.00	0.00	0.05	0.00	0.05	0.00	0.01	0.01	0.01	0.00	0.04	0.03	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m1_282	0.13	0.01	0.03	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.02	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_049	0.01	0.01	0.01	0.01	0.01	0.00	0.03	0.00	0.00	0.05	0.00	0.09	0.00	0.01	0.01	0.01	0.00	0.03	0.02	0.00	0.00	0.00	0.00	0.00
M_DeepCast_400m_m2_044	0.01	0.01	0.01	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m2_029	0.01	0.01	0.01	0.01	0.01	0.00	0.06	0.00	0.00	0.04	0.00	0.02	0.00	0.01	0.01	0.01	0.00	0.06	0.03	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_011	0.08	0.01	0.03	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.01	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m1_326	0.14	0.01	0.05	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_041	0.03	0.01	0.03	0.01	0.02	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.02	0.01	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_048	0.01	0.01	0.01	0.01	0.01	0.00	0.03	0.00	0.00	0.05	0.00	0.06	0.00	0.01	0.01	0.01	0.00	0.04	0.02	0.00	0.00	0.00	0.00	0.00
K_DeepCast_65m_m1_015	0.01	0.01	0.01	0.01	0.01	0.00	0.06	0.00	0.00	0.03	0.00	0.02	0.00	0.01	0.01	0.01	0.00	0.04	0.02	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m1_265	0.07	0.01	0.02	0.01	0.02	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_mx_218	0.14	0.01	0.05	0.02	0.02	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.04	0.06	0.02	0.00	0.01	0.06	0.00	0.00	0.00	0.00	0.00
K_Offshore_surface_mx_080	0.02	0.01	0.04	0.05	0.02	0.02	0.02	0.05	0.00	0.01	0.01	0.01	0.07	0.01	0.02	0.04	0.08	0.02	0.01	0.06	0.01	0.05	0.08	0.01
M_surface_10_m2_100	0.01	0.01	0.02	0.02	0.01	0.02	0.02	0.06	0.00	0.01	0.01	0.02	0.09	0.05	0.03	0.15	0.17	0.08	0.04	0.18	0.02	0.06	0.08	0.01
K_Offshore_40m_m1_004	0.02	0.01	0.01	0.02	0.01	0.03	0.02	0.02	0.09	0.00	0.12	0.00	0.12	0.01	0.01	0.01	0.02	0.01	0.01	0.03	0.07	0.04	0.04	0.06
K_Offshore_80m_m1_225	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.00	0.00	0.07	0.00	0.13	0.00	0.01	0.01	0.01	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m2_324	0.15	0.01	0.05	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_186	0.02	0.01	0.01	0.01	0.01	0.00	0.02	0.00	0.00	0.03	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.02	0.10	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_020	0.01	0.01	0.01	0.01	0.01	0.00	0.03	0.00	0.00	0.06	0.00	0.10	0.00	0.00	0.01	0.01	0.00	0.03	0.02	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m2_259	0.05	0.01	0.07	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.07	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_129	0.02	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.02	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.13	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_156	0.08	0.01	0.02	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.01	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m2_241	0.08	0.01	0.03	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_200m_m2_133	0.01	0.01	0.03	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m1_022	0.03	0.01	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.02	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_101	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.04	0.02	0.08	0.01	0.01	0.01	0.02	0.02	0.02	0.01	0.01	0.01	0.00	0.01	0.01
K_Offshore_40m_m1_238	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.08	0.01	0.07	0.01	0.06	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
K_DeepCast_100m_m2_162	0.12	0.01	0.05	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.07	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_058	0.00	0.01	0.01	0.00	0.01	0.00	0.03	0.00	0.00	0.08	0.00	0.09	0.00	0.01	0.01	0.01	0.00	0.03	0.01	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m2_289	0.09	0.01	0.04	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.03	0.01	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_117	0.01	0.01	0.01	0.01	0.01	0.00	0.03	0.00	0.00	0.09	0.00	0.20	0.00	0.01	0.01	0.01	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m1_090	0.01	0.01	0.01	0.01	0.01	0.00	0.05	0.00	0.00	0.02	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.07	0.03	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m2_315	0.07	0.01	0.02	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m1_287	0.04	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.02	0.01	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_081	0.00	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.02	0.00	0.06	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_084	0.01	0.01	0.01	0.01	0.01	0.00	0.03	0.00	0.00	0.07	0.00	0.12	0.00	0.00	0.01	0.01	0.00	0.03	0.01	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_061	0.01	0.01	0.01	0.01	0.01	0.00	0.02	0.00	0.00	0.02	0.00	0.01	0.00	0.01	0.03	0.02	0.00	0.02	0.34	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_010	0.05	0.01	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.02	0.01	0.01	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
K_Offshore_120m_m1_203	0.02	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.08	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.02	0.01	0.01	0.01	0.01	0.01
K_Offshore_80m_m2_043	0.01	0.01	0.01	0.01	0.01	0.00	0.02	0.00	0.00	0.05	0.00	0.08	0.00	0.01	0.01	0.01	0.00	0.02	0.02	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m2_243	0.03	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m1_181	0.01	0.01	0.01	0.00	0.01	0.00	0.03	0.00	0.00	0.06	0.00	0.16	0.00	0.00	0.01	0.01	0.00	0.03	0.02	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m2_156	0.01	0.01	0.01	0.00	0.00	0.00	0.02	0.00	0.00	0.05	0.00	0.02	0.00	0.01	0.01	0.01	0.00	0.09	0.04	0.00	0.00	0.00	0.00	0.00
M_DeepCast_65m_m1_095	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m1_063	0.00	0.01	0.00	0.00	0.01	0.00	0.03	0.00	0.00	0.05	0.00	0.02	0.00	0.01	0.01	0.01	0.00	0.07	0.01	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_197	0.00	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.04	0.00	0.09	0.00	0.00	0.00	0.01	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00
K_DeepCast_65m_m2_236	0.00	0.01	0.01	0.00	0.00	0.00	0.06	0.00	0.00	0.02	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.03	0.02	0.00	0.00	0.00	0.00	0.00
