MAG	Taxonomy	Domain	KigC100	KigC1200	KigC150	KigC250	KigC300	KigCa35	KigCa65	KigCas0	KigOff0	KigOff120	KigOff40	KigOff80	KigOffSurface	MahC100	MahC200	MahC400	MahCa10	MahCa50	MahCa65	Mahsurface_10	Mahsurface_6	Mahsurface_7	Mahsurface_8	Mahsurface_9
M_DeepCast_50m_m2_117	Actinobacteria Iluma-A1	Bacteria	61.13958911	49.28091287	43.69123366	33.17220792	42.57918416	24.21229901	130.1528624	25.76712673	15.21886634	225.4389545	29.08503762	315.8197673	21.74692178	63.4431495	36.58527723	57.92124059	27.14411188	212.1732347	177.3689525	23.76578416	21.77735347	18.97756337	30.53347624	31.68316436
M_DeepCast_65m_m2_224	Acidobacteria	Bacteria	21.76243387	41.41113306	26.05843145	16.61847742	25.98873226	4.10406371	137.1780645	3.370317742	0.82365	162.885721	2.643258871	213.6171548	1.454378226	30.39146935	23.21911452	28.06549516	5.706247581	155.5675677	109.7486	1.10103871	1.353940323	0.631525806	1.795123387	2.270537097
K_Offshore_120m_m1_195	Actinobacteria acIV	Bacteria	729.8405073	598.6467785	602.191352	750.7018348	506.9339773	1276.43789	541.3834383	1478.751802	1143.683201	302.2700364	1496.085891	531.0326515	1265.053561	1126.911393	460.1662189	1057.117289	1287.587679	674.9269645	482.597491	1865.882675	1356.643101	1596.265081	2346.220999	1930.689372
K_DeepCast_0m_m1_227	Actinobacteria acIV-C	Bacteria	129.5575884	157.0556302	132.3106651	175.5428256	111.4439581	251.3916047	102.014693	315.4948535	145.3509581	26.08833488	215.5959698	82.55864884	216.1642488	165.6504395	76.30916977	166.7069256	210.973886	88.94235116	69.46158372	282.3066163	184.188214	236.2643047	368.1054326	267.0156953
M_DeepCast_100m_m2_158	Planctomycetes	Bacteria	19.20964015	10.83626586	11.08866575	12.32176891	8.26609568	42.55041222	8.81592529	35.19586101	11.10924847	4.390916228	22.73651465	7.004652792	20.5465451	36.46229452	22.98494552	26.12404636	29.23635047	10.97657071	8.332183772	57.70668325	113.3876214	52.12303952	49.6657883	51.07212266
K_Offshore_40m_m2_124	Actinobacteria acIV	Bacteria	8.548944068	9.919822034	8.753322034	12.30466102	7.760025424	17.65117119	6.925283051	21.82822712	20.44944746	6.25509322	34.82209661	16.06354068	24.03125254	18.77447797	8.899461017	19.02851356	22.64640169	9.475938983	7.552537288	27.90701186	17.14894746	24.14666949	34.06463559	32.73910847
K_DeepCast_65m_m1_223	Acidobacteria	Bacteria	10.56512182	11.65010909	10.40468545	7.733823636	8.869252727	6.838854545	29.60542727	7.694789091	4.005736364	63.09746727	7.381003636	74.70834	4.764132727	11.47220182	7.56894	10.37289273	5.590667273	45.32704364	28.17094	3.498874545	2.452109091	2.5629	4.706454545	3.965569091
K_Offshore_80m_m2_082	Acidobacteria	Bacteria	2.781628349	3.882908192	3.161885826	2.885906892	2.816244863	4.853211443	3.37093173	6.191578544	1.409315605	3.274569311	2.378761769	9.331414174	1.332156567	2.398684265	1.608207282	2.257879584	2.293147334	2.191560208	1.916785696	1.287489727	0.586761508	0.962256827	2.054385566	0.846027048
K_DeepCast_65m_m1_022	Acidobacteria	Bacteria	8.248662651	7.950009036	5.968153012	4.071748795	5.084408434	2.311955422	20.91001627	2.269708434	1.325636747	31.38301446	1.614091566	29.28741867	1.534014458	7.598491566	6.152716265	6.967688554	3.953351807	20.15118072	17.94134277	1.179387952	0.765190964	0.906071084	2.107564458	1.441418072
K_Offshore_80m_m2_035	Acidobacteria	Bacteria	2.935660284	2.896586525	1.963817021	1.450156738	2.164131915	0.621849645	6.091095745	0.472539007	0.205877305	14.7464844	0.389959574	15.2688539	0.259260993	2.950967376	2.196834043	2.795014184	0.810142553	9.416496454	7.799633333	0.172142553	0.178461702	0.133651064	0.342439007	0.332624823
K_Offshore_80m_m2_092	Acidobacteria	Bacteria	2.930632154	5.556621865	3.635893408	2.557241479	3.918148553	0.592621704	11.3589701	0.406872186	0.1705791	23.80151302	0.434507556	56.04997894	0.186915595	2.629779904	2.464901447	2.509555627	0.812716881	12.28085289	2.940319775	0.244840514	0.158361415	0.160455466	0.313916077	0.232052733
K_Offshore_120m_m2_155	Acidobacteria	Bacteria	0.987525891	1.352244788	0.974707801	0.720263013	0.971513046	0.288331675	4.777067787	0.242660794	0.874945259	9.627831876	0.605600403	8.676248621	0.606366846	1.178045326	1.217336853	1.145159449	0.211347814	6.37312152	2.366861466	0.080259516	0.033369469	0.073923672	0.077550101	0.039143309
K_Offshore_80m_m2_117	Acidobacteria	Bacteria	0.882307059	1.290538824	0.990722353	0.771254118	1.227409412	0.376794118	3.420091765	0.177949412	0.03664	11.86398235	0.169632941	27.08137412	0.039838824	0.947737647	0.923494118	1.073992941	0.391214118	2.946683529	1.480730588	0.075149412	0.046907059	0.068630588	0.104707059	0.061012941
K_Offshore_80m_m2_152	Acidobacteria	Bacteria	0.904629834	1.358742541	0.997254144	0.668174033	1.096297238	0.19300884	3.231411602	0.105569613	0.045686188	8.800551381	0.140520442	19.45083536	0.060113812	0.833341989	0.806665746	0.913320442	0.187409392	3.596662431	1.947798895	0.049601105	0.062876243	0.044571271	0.087190055	0.053469613
K_Offshore_120m_m2_006	Acidobacteria	Bacteria	3.277512542	4.033610169	2.649476949	1.545388475	2.483115593	0.11562339	13.58269322	0.084108136	0.043373559	15.49483254	0.082802373	11.83383356	0.048811186	2.252681356	2.031196271	2.304324746	0.183974576	11.96202915	10.89643695	0.051967458	0.050354915	0.121019661	0.052580339	0.027698305
K_DeepCast_150m_m1_111	Acidobacteria	Bacteria	10.00489001	5.034917724	9.55236629	6.212334057	6.305678106	0.082880799	1.444708688	0.082870026	0.057774196	1.804231017	0.074616507	1.713270721	0.066476368	2.865035013	9.833093223	6.171002259	0.088739096	1.299544049	3.589502954	0.050508949	0.041547611	0.070701303	0.056751607	0.05293901
K_Offshore_80m_m2_020	Acidobacteria	Bacteria	0.899904527	1.548918107	0.996804938	0.6465893	1.044256379	0.114361317	4.164140329	0.068931276	0.02296214	7.585342798	0.076139918	13.90945926	0.025377366	0.730493004	0.66903251	0.883146091	0.117653909	3.893622222	2.551555556	0.026379424	0.035106173	0.054695885	0.03845144	0.023709465
K_Offshore_120m_m2_108	Acidobacteria	Bacteria	2.998737585	4.049560483	2.503942995	1.382012271	2.262921932	0.059950435	16.56774135	0.043884251	0.036692947	11.32249855	0.056514686	6.975428213	0.034064638	2.112395169	1.850142705	1.933187536	0.134403961	11.57218425	8.674942899	0.027403382	0.034471014	0.071498841	0.032502705	0.017738261
K_DeepCast_35m_m1_297	Actinobacteria	Bacteria	5.390244848	5.784413939	5.237822424	6.100617576	4.457921818	11.61568485	4.030137576	11.95184242	4.969690909	1.450348485	7.980645455	3.553516364	6.074687273	6.633190909	3.696158182	7.084589091	8.15584	3.824093333	3.026492727	5.656401212	2.602672727	4.625483636	8.780513333	5.78551697
K_Offshore_40m_m2_105	Actinobacteria acIV-C	Bacteria	4.121799138	3.309777586	3.84062069	4.903155172	2.656003448	6.959374138	2.874462931	9.453351724	12.32010086	0.362156897	14.01651034	0.759887931	12.19201121	5.263342241	2.748394828	6.220148276	7.186735345	3.023823276	2.366406897	9.353787069	5.443372414	7.429368103	13.25719569	8.463163793
K_Offshore_80m_m1_195	Actinobacteria acIV	Bacteria	10.1034146	8.51279781	10.05176423	8.098861314	7.966594161	10.24281314	15.67096788	8.452221898	4.301593431	18.2835365	7.709745255	33.40240949	10.61002847	9.042543066	11.14613796	12.14337591	6.824249635	17.34468832	14.02500073	2.951435766	0.727753285	1.902038686	4.444723358	1.832472993
K_Offshore_80m_m2_056	Actinobacteria	Bacteria	2.661334805	3.641363377	3.256255065	1.92301974	2.778471169	0.848011429	6.59575013	0.532160779	0.186837662	11.8070226	0.452743117	14.74097273	0.348995584	2.461564416	2.222449351	3.364831429	0.876419481	11.8561774	9.380976104	0.239108312	0.213058442	0.488181299	0.462998961	0.286116104
K_Offshore_80m_m2_094	Actinobacteria	Bacteria	1.180404469	2.608596788	1.653248045	1.038797765	1.755110615	0.220517877	5.236260615	0.198231145	0.125850279	7.98922095	0.204141899	10.97632612	0.136496089	1.225217179	0.894043436	1.578856425	0.261233799	7.315719693	3.597052235	0.109874162	0.076766201	0.15789986	0.13700433	0.091844832
K_DeepCast_65m_m2_097	Actinobacteria	Bacteria	7.478106186	4.243434021	5.487663918	2.277101031	3.444046392	0.164382474	17.81874639	0.076919588	0.064020619	13.30468866	0.116802062	9.241361856	0.084439175	2.557001031	4.546252577	2.545229897	0.188008247	9.234083505	12.45114021	0.076701031	0.088272165	0.144725773	0.11551134	0.086004124
K_DeepCast_100m_m2_187	Deltaproteobacteria	Bacteria	8.246546047	1.757561165	3.504018863	1.445970042	2.125342441	0.028251179	0.182205687	0.022706519	0.011625659	0.220019417	0.017995839	0.13725104	0.021948405	1.433731761	2.488739112	1.1457957	0.023049931	0.142634674	2.781416505	0.025318863	0.028834813	0.067505548	0.029700832	0.024762275
K_DeepCast_100m_m2_081	Actinobacteria	Bacteria	15.5612182	34.55437317	19.64897955	28.5980182	36.32526098	0.015630394	0.031280675	0.01153152	0.000253659	0.014731332	0.001743152	0.011237148	0.00108349	4.267453283	35.48324484	36.53935947	0.022149906	0.017617448	0.886321201	0.00680863	0.002806942	0.004116698	0.00926848	0.006006191
M_DeepCast_400m_m2_130	Actinobacteria	Bacteria	4.443511491	24.74867919	9.346302795	17.56528634	28.87064472	0.012236025	0.045508385	0.007770807	0.008197516	0.044765528	0.006851863	0.038070186	0.009575776	1.41773323	16.60979006	36.23046832	0.010098137	0.031572671	0.786630435	0.024257453	0.03038913	0.070754969	0.021047205	0.02690559
K_DeepCast_1200m_m2_005	Actinobacteria	Bacteria	7.179728521	12.30818838	8.65544243	9.92689243	12.34373592	0.001930106	0.020072711	0.000404577	0.00066831	0.009853345	0.000763732	0.000122711	0.000595599	2.153300352	12.88120827	12.33556056	0.001046303	0.002138908	0.490301761	0.000527113	0.00061831	0.000183627	0.000254401	0.000730458
K_DeepCast_100m_m1_216	Actinobacteria	Bacteria	7.557900543	1.825808152	4.238086413	1.676394022	2.018407609	0	0.082096739	0	0	0.028726087	0	0.009705435	0.00236087	2.233352717	2.65853913	1.505722283	0	0.044997826	0.771534239	0.008497283	0.006391848	0.009697283	0.002241848	0.004802717
K_DeepCast_100m_m1_278	Actinobacteria	Bacteria	17.99409806	13.59274584	15.40654127	13.13260028	15.84303296	0.002592521	0.068861496	0	0.000248061	0.043417175	0.000140166	0.001125762	9.25E-05	4.910280055	18.07971787	14.79920706	0.000230055	0.005029363	2.486274515	0.000869668	0.000960942	0.000646953	0.000120222	0.000272992
K_DeepCast_150m_m1_051	Actinobacteria	Bacteria	8.360528516	6.119343545	8.478645857	5.743009249	6.810602312	0.001581696	0.026609056	0	0.000291522	0.007717726	6.26E-05	0	0	2.331752794	7.877163006	5.565225241	0	0.001334297	0.747985742	0.001135067	0.00018632	0.001327938	0	0.001031599
K_Offshore_80m_m1_031	Actinobacteria	Bacteria	381.6599637	270.9338511	289.6106626	354.3934363	228.12913	614.1754305	271.9457921	762.2111874	531.3096605	163.3383674	719.2784937	277.9950542	604.8528279	544.00758	202.9837089	472.0392621	605.0192616	343.8311753	244.9648342	896.0521984	646.6479411	770.7301305	1211.145818	937.0953426
M_surface_7_m2_239	Actinobacteria Iluma-A1	Bacteria	263.170916	191.679972	203.3176147	241.407794	167.2213793	468.5038967	142.4051207	563.460748	415.1629553	86.95661	688.596624	229.473196	522.1560627	368.3982253	132.7520567	282.4227653	437.48474	169.6372407	108.5239267	587.88031	429.7387367	482.5897813	688.9466247	588.4441487
K_Offshore_120m_m1_107	Actinobacteria acIV	Bacteria	230.0177706	175.5005294	172.2318118	174.8292235	159.7989353	238.4443294	337.9833824	274.2771059	198.7420765	418.3291882	275.7434529	544.6701647	227.5203412	282.5658235	138.4077647	271.6172294	243.3927706	507.3196941	371.7906	332.8931	251.8291529	288.0337588	427.8108118	358.5553765
M_surface_8_m2_026	Actinobacteria acIV	Bacteria	78.04942143	76.2480881	75.00237381	94.95787619	66.06738571	157.1469952	51.46844762	195.0636786	123.8694643	11.61046429	185.1549595	30.45015476	157.4574095	148.4557071	54.70714524	142.229919	193.4345333	72.12425	53.42006429	257.4811738	180.5496667	210.8337286	306.7108833	268.1877429
K_DeepCast_300m_m2_027	Actinobacteria Iluma-A1	Bacteria	148.0944047	131.0912511	116.0787924	105.2600191	116.0263302	132.7218227	256.4574662	147.1603288	107.1875755	429.6036989	182.9202745	618.4620827	138.5899637	180.9679345	97.17481115	165.1907079	131.8426209	403.509205	333.6681068	154.174964	122.1885853	125.074432	180.8792558	167.3983126
M_surface_10_m2_188	Actinobacteria acIV	Bacteria	62.17171591	60.63466136	58.51955682	82.89129318	49.26619773	110.4123591	43.26035227	141.630575	94.14881364	5.669061364	142.0325795	12.2486	120.8628409	87.12471136	40.68551591	101.1767818	137.5600295	50.60155	36.72261136	195.9278977	140.4188455	152.7722182	271.8106773	189.0855818
K_Offshore_surface_m2_010	Actinobacteria acIV-C	Bacteria	7.64048	7.132738182	6.729072727	9.242398182	5.619332727	14.69235636	5.612852727	18.17477091	12.71212909	0.8991	20.65228364	2.21134	22.47048727	9.148489091	4.056632727	8.995329091	11.50849818	4.427110909	3.243363636	18.13428364	11.72711455	14.51886909	23.48970727	15.84755273
K_DeepCast_65m_m2_120	Actinobacteria acI-B1	Bacteria	31.20570094	25.48284883	26.06314319	30.99382958	18.79492723	63.51693803	15.97190704	80.29733568	37.7241723	7.67481784	83.02300423	16.75994648	57.92446526	47.3042892	15.45669906	34.86526901	49.39409531	19.56203052	10.58628216	75.96598592	70.13905869	70.15989108	87.28702723	73.49554413
K_DeepCast_1200m_m2_272	Actinobacteria acIII	Bacteria	0.729570795	16.03664878	1.076260245	1.912267278	6.53636789	0.668626911	0.423156728	1.241748471	0.030934251	0.080280428	0.05220474	0.170018196	0.042335474	0.235420336	0.583614985	2.002055963	0.121604434	0.250742508	0.3034737	0.184673089	0.140559174	0.166832722	0.087166361	0.167895872
M_surface_10_m2_136	Actinobacteria acI-C2	Bacteria	490.9694523	322.5094354	340.1775354	439.2576046	269.8471738	1024.630295	267.7872446	1135.5137	824.8981908	68.41730769	1440.615537	166.3945846	1091.117848	815.0033877	249.8429308	578.4297062	807.58624	287.6642969	194.3295369	1249.198402	1167.120823	1239.907025	1456.613263	1349.007797
K_DeepCast_1200m_m2_173	Actinobacteria acI-B1	Bacteria	136.3848437	130.4755631	123.4589417	146.2106699	93.96111165	297.481368	72.93470631	350.09765	198.3337039	36.98513204	423.7593738	81.55173155	297.8440505	225.9298743	78.27099709	176.0295345	237.5956296	93.71364369	51.98961359	349.8685932	336.8287597	327.1798825	381.3408524	345.6506675
M_surface_10_m2_076	Actinobacteria acI-C2	Bacteria	23.98618352	17.68663626	19.24874396	28.39663626	15.49588901	60.29142308	14.66479011	56.22791538	48.53644066	2.041634066	86.46085604	4.813618681	73.86463407	38.4596989	14.0702011	32.93555385	40.26264286	15.3360989	10.15699121	62.53300549	76.58512418	60.50729341	76.7949022	79.03283736
K_DeepCast_300m_m1_095	Actinobacteria	Bacteria	0.780288471	3.887009882	1.821984706	3.802391059	7.913787059	0.083418353	0.013891529	0.079562118	0.009933882	0.008022588	0.021634588	0.006118588	0.021069412	0.188928235	4.368374824	5.883863059	0.023917176	0.008727059	0.086813412	0.092369882	0.228047059	0.089185412	0.072006353	0.084991294
K_Offshore_40m_m2_012	Actinobacteria	Bacteria	14.12527885	18.02721923	15.56718269	18.44258077	14.63701923	33.07591154	11.56595385	42.98138269	23.96716538	5.452240385	44.15549038	9.394721154	39.23859231	26.03228462	11.29912885	30.53244615	33.51048846	15.65931538	11.57916346	46.96411346	15.56554615	30.84362692	57.42042308	31.94519615
K_Offshore_surface_m2_014	Actinobacteria	Bacteria	5.4862375	8.214325	7.73456875	7.3778625	5.86785	14.494475	5.12028125	18.37419375	14.9797625	4.51178125	19.9777625	8.7739625	34.40061875	9.36861875	5.104775	9.95474375	11.17924375	8.8472625	6.816425	19.4897625	3.0188375	9.73328125	17.43020625	9.19209375
M_DeepCast_400m_m1_127	Actinobacteria	Bacteria	0.431982842	0.408085255	0.389309651	0.317465952	0.299993566	0.631260322	0.352325201	1.125120643	0.562712332	0.358721448	0.79659571	0.542578016	1.224895979	0.545601609	0.494775871	0.85153941	0.575652279	0.660024397	0.525392493	0.839554424	0.196975871	0.465893029	1.054626273	0.479963271
M_DeepCast_65m_m2_256	Actinobacteria	Bacteria	2.7950601	2.367243142	2.504122943	1.206797756	1.752894264	0.237654364	4.997915212	0.239331172	0.22627182	6.480712219	0.27597207	6.213233666	0.301722195	2.035679302	1.354836658	1.867125436	0.253803741	9.056057606	9.130846883	0.164291272	0.072416209	0.127560599	0.191694015	0.145701995
K_DeepCast_65m_m2_213	Actinobacteria	Bacteria	6.097225911	4.599120243	4.736235223	2.347437652	3.550759919	0.162213765	19.39838502	0.051475709	0.055962348	15.85778502	0.110182186	11.38604049	0.147512955	2.390978543	4.726344939	2.366048178	0.136725101	12.51600769	9.410797166	0.059765992	0.054205668	0.065640081	0.053048178	0.03515668
K_DeepCast_150m_m1_088	Actinobacteria	Bacteria	6.340170683	6.885161242	7.024860621	6.763041863	8.036097391	0.074817888	0.469251553	0.051304348	0.081432795	0.97514795	0.183675528	0.579516025	0.158935528	1.933038758	8.678876025	7.781689317	0.040193043	0.616370186	0.757307453	0.048003354	0.060802112	0.039075031	0.069089193	0.060208696
M_DeepCast_400m_m1_028	CP Eisenbacteria	Bacteria	20.3637402	36.95703333	18.06571569	40.61038235	52.0496598	0.013595098	0.044472549	0.004090196	0.006768627	0.014522549	0.004642157	0.013148039	0.003823529	4.513119608	37.93657157	76.7826951	0.004139216	0.016263725	0.499152941	0.005989216	0.006091176	0.030442157	0.006498039	0.009133333
K_DeepCast_250m_m1_172	Aenigmarchaeota	Archaea	0.404801923	9.197101282	1.771205128	13.06918397	14.93481667	0.00070641	0.002403846	0.000273077	0.000122436	0.000828205	0	0	0	0.089510256	11.22954808	19.39280064	0	0.003210256	0.035105769	0.000289744	0	0.000338462	0.000447436	0
K_DeepCast_35m_m1_027	Alphaproteobacteria non LD12	Bacteria	11.54054118	10.62180706	8.514042353	11.41854588	8.081884706	21.76349118	7.91424	30.76498118	1.775174706	1.220118235	3.098882941	1.248865882	3.807018824	1.888006471	0.954995294	1.239105882	1.867992941	0.796562941	0.683570588	2.774598824	5.083038824	2.137366471	2.34088	3.086950588
K_Offshore_surface_m1_194	Alphaproteobacteria non LD12	Bacteria	4.416083092	5.863327746	4.192542052	5.083725145	3.939663584	7.865901445	3.141657081	15.17559523	13.02649798	0.533329191	13.93994408	0.826795231	12.7418909	11.77282991	5.218236272	8.729109249	10.11447298	4.565515318	3.324234971	9.534567341	4.676415751	6.755208237	9.329852168	10.55206387
K_DeepCast_35m_m2_327	Alphaproteobacteria non LD12	Bacteria	3.271174324	2.496245608	2.292882432	2.925244257	1.930530743	8.115275	2.270852703	6.238794595	0.337830068	0.021659459	0.387110811	0.035317905	0.56695473	0.050572635	0.044597297	0.058942905	0.053279054	0.021452027	0.041519257	0.063062838	0.029215203	0.045767905	0.040932432	0.043053378
K_Offshore_40m_m2_131	Alphaproteobacteria non LD12	Bacteria	2.979930332	2.134853555	1.857677251	2.521962559	1.743257346	8.400717062	1.813237915	5.148028436	4.113871564	0.230021801	11.25113791	0.488877725	10.38612322	3.247559242	1.253329858	1.97657109	3.254588626	1.406732701	0.875034123	4.754626066	5.368064929	2.668365403	5.699959242	6.989963981
K_Offshore_80m_m2_101	Alphaproteobacteria non LD12	Bacteria	1.084033622	1.455618718	1.187961525	1.228034662	1.043508492	1.929118891	1.370142114	2.356654419	2.521440208	4.706919757	3.696205546	10.58810919	2.452667244	2.430314731	1.448925303	2.208454593	2.395916291	2.345109012	1.313504853	1.178085789	1.054886135	0.715749393	1.974458059	2.275386482
K_Offshore_80m_m2_146	Alphaproteobacteria non LD12	Bacteria	2.571556033	2.767749752	2.115843967	1.711920331	2.276739339	1.75001405	2.455880826	2.35518281	0.882749256	7.137968595	1.335687934	9.389779174	0.99677405	2.167155372	1.290802975	1.727861157	0.959556694	4.038454215	4.279268264	0.641794876	0.528403306	0.55036	0.953691901	0.83266843
K_DeepCast_300m_mx_266	Alphaproteobacteria non LD12	Bacteria	8.2623195	5.82854625	4.5689925	3.1982885	6.42963475	1.70119125	8.563849	2.14369	1.0810365	13.5749455	1.403483	13.12114875	1.13436725	5.28459975	4.86498475	5.250193	1.89954925	9.67495625	13.3243315	1.45923825	1.00742125	1.17907825	1.633388	1.6005275
M_DeepCast_50m_m2_221	Alphaproteobacteria non LD12	Bacteria	11.26374021	28.92594845	16.88254124	11.60311753	19.70901443	1.32553299	63.09735155	1.177537113	0.429748454	108.3420289	1.013959794	99.39099691	0.615374227	16.27013918	12.14645361	16.36319278	2.319402062	99.44254021	46.12669175	0.514681443	0.445447423	0.358330928	0.734031959	0.842871134
M_DeepCast_65m_m2_016	Alphaproteobacteria non LD12	Bacteria	7.520787097	4.663567742	5.575232258	2.936190323	5.441087097	0.508141935	7.954383871	0.311516129	0.093112903	10.75989032	0.251806452	11.42849032	0.402587097	4.088093548	5.673841935	4.725045161	0.489419355	11.85197419	13.24229355	0.154796774	0.141741935	0.085319355	0.218774194	0.238103226
M_DeepCast_50m_m1_063	Alphaproteobacteria non LD12	Bacteria	0.589050256	1.07046	0.652413333	0.529252821	0.638440513	0.164641538	3.275417949	0.166252308	0.093745641	5.900887692	0.186151795	2.410337949	0.213193846	1.043814872	0.666311795	1.08717641	0.127216923	9.797610769	1.782509231	0.176385641	0.284200513	0.150752821	0.372017436	0.187047179
M_DeepCast_65m_m1_170	Alphaproteobacteria non LD12	Bacteria	0.126675275	0.097883516	0.07028022	0.074140659	0.070506044	0.092920879	0.081732418	0.094614286	0.024386813	0.043581868	0.035373626	0.026747802	0.066370879	0.15613956	0.130053846	0.10911978	0.014701648	0.064331868	6.729482418	0.070898352	0.103745604	0.048589011	0.131908791	0.048956044
M_DeepCast_400m_m1_040	Alphaproteobacteria non LD12	Bacteria	0.018837135	0.042000531	0.010512732	0.01041618	0.032423607	0.005240849	0.010891247	0.021388064	0.003035013	0.006212202	0.00355756	0.009661008	0.004005305	0.097749337	0.16985305	11.1639	0.009812997	0.034961538	0.067637931	0.012918037	0.013256764	0.015477719	0.021240318	0.007987268
M_DeepCast_400m_m2_041	Alphaproteobacteria non LD12	Bacteria	0.655446845	8.711069947	1.366822139	1.736754866	4.075870802	0.579110909	0.693086096	0.992057968	0.072554759	0.175941176	0.062206203	0.215941604	0.056988877	0.454189305	0.86310246	15.26663369	0.156820535	0.384024385	0.608614866	0.541070267	0.145065668	0.573120428	0.347404171	0.550023209
K_DeepCast_100m_mx_141	Alphaproteobacteria non LD12	Bacteria	16.35387766	5.522932742	11.17988664	2.6183526	6.089593853	0.088105437	2.450083688	0.0849	0.063279551	2.642096099	0.070446217	0.446093381	0.081608629	6.72116253	7.476425887	2.754403073	0.051580851	0.400231087	27.35147577	0.063551537	0.050778723	0.08772695	0.069882388	0.058111111
K_DeepCast_250m_m2_101	Alphaproteobacteria non LD12	Bacteria	36.84748254	12.03844608	23.52237536	6.947436464	13.78850696	0.079796464	7.186014365	0.044638343	0.022726409	6.970598895	0.032769392	1.079413591	0.042465193	14.37974431	17.05287492	6.021173149	0.030611934	1.172366409	58.74919403	0.036948066	0.031515691	0.062443536	0.04392221	0.027739337
M_surface_8_m2_185	Alphaproteobacteria non LD12	Bacteria	95.14040864	67.98414444	76.83136543	75.4218963	49.61050741	182.7664358	48.88592716	252.8207247	117.7076704	116.6583667	332.7989556	174.5605704	231.8108222	153.4419728	43.57322099	73.62604321	123.3332358	95.88751481	37.43952593	222.3489136	152.336737	196.7972728	200.1470506	201.7461914
M_surface_10_m2_180	Alphaproteobacteria non LD12	Bacteria	20.27825367	21.32197458	17.54371412	22.89676554	15.15267458	43.06734802	10.5781322	60.41857232	40.67777175	1.370039548	56.93648588	3.036906215	44.78077571	40.97494011	16.10417966	27.4556113	39.74320169	15.18952542	11.45557119	50.93786497	25.52377232	41.31729209	48.02412768	54.36474689
K_Offshore_40m_m1_243	Alphaproteobacteria non LD12	Bacteria	1.720841274	2.641670165	2.066056132	2.003643396	1.940913679	4.640338208	1.450452241	5.630728656	6.077042925	0.206367099	7.701030071	0.231757665	6.589664033	2.961139269	1.515979245	1.988304363	2.725976533	1.097514741	1.095082901	2.623029009	0.926311203	2.058012972	2.872922995	2.048123585
K_DeepCast_65m_m2_082	Alphaproteobacteria non LD12	Bacteria	24.33037575	7.470129305	15.28778515	3.16838128	8.626606082	0.052267141	5.410053555	0.028007267	0.01488278	4.52458515	0.019423381	0.689729463	0.026560032	9.299480964	10.47634005	3.675178041	0.024272907	0.743652923	37.30001011	0.02140466	0.021909163	0.045004976	0.0300297	0.019960032
M_DeepCast_65m_m2_041	Alphaproteobacteria non LD12	Bacteria	5.867842034	1.765542034	3.825713898	0.86805661	1.966762373	0.024006102	0.869251864	0.024587119	0.021930847	0.888632542	0.018312542	0.129294576	0.02423322	2.393439661	2.418888475	0.873785085	0.013838644	0.116107458	9.305580678	0.017937288	0.009972203	0.02325322	0.015017288	0.010830847
K_Offshore_120m_m1_147	Alphaproteobacteria non LD12	Bacteria	11.56171871	3.395333094	7.158027098	1.504260432	3.884882814	0.028835172	1.743127258	0.01878785	0.010095444	2.575203517	0.012461791	0.355784412	0.019569384	4.314239728	4.649617026	1.605451878	0.012266507	0.387469305	17.01981623	0.013466587	0.012136051	0.024000799	0.017663549	0.012345244
M_DeepCast_65m_m1_019	Alphaproteobacteria non LD12	Bacteria	12.35742678	2.81499071	7.999307104	1.945679235	3.996985792	0.028069399	1.13204918	0.018621858	0.011421311	1.225719126	0.01817541	0.314354645	0.022145355	5.586584699	7.317488525	2.131879235	0.017208743	0.286354098	19.62260601	0.018653005	0.013712568	0.015591257	0.022295082	0.012917486
M_DeepCast_200m_mx_060	Alphaproteobacteria non LD12	Bacteria	15.48503562	4.27945181	9.272533905	2.011597905	4.936887048	0.028052	2.278806857	0.016307048	0.010087619	2.360537524	0.011624381	0.441965524	0.018923619	5.756781333	6.034195048	2.007033143	0.018703429	0.491268381	22.63159981	0.012867619	0.009784762	0.018846286	0.01461219	0.012059619
M_DeepCast_200m_mx_050	Alphaproteobacteria non LD12	Bacteria	8.763089939	2.386228659	5.160402744	1.092898171	2.768471951	0.018796951	1.222303354	0.015267683	0.007953659	1.198459756	0.008946951	0.200004878	0.012407317	3.218808537	3.560706402	1.213060671	0.007939329	0.227864939	12.44477073	0.01134878	0.007166768	0.017113415	0.01346189	0.007887805
M_DeepCast_65m_mx_036	Alphaproteobacteria non LD12	Bacteria	3.620819139	0.72891866	1.583752153	0.457120096	0.939250239	0.011769856	0.428958373	0.006444498	0.003270813	0.422111483	0.004844976	0.068930144	0.006968421	1.160694737	1.098161722	0.463985167	0.003793301	0.077194737	4.899859809	0.007535407	0.006339713	0.010683732	0.006999522	0.005592823
M_DeepCast_65m_m1_022	Alphaproteobacteria non LD12	Bacteria	5.543093421	1.459077632	3.1964375	0.690530263	1.671105921	0.010907237	0.801432237	0.005103289	0.008422368	0.811423026	0.003607895	0.155780263	0.008205263	2.064469737	1.866028947	0.704440132	0.004165789	0.130785526	7.6934625	0.005616447	0.006578947	0.012409868	0.008088158	0.004775658
