MAG	Taxonomy	Domain	KigC100	KigC1200	KigC150	KigC250	KigC300	KigCa35	KigCa65	KigCas0	KigOff0	KigOff120	KigOff40	KigOff80	KigOffSurface	MahC100	MahC200	MahC400	MahCa10	MahCa50	MahCa65	Mahsurface_10	Mahsurface_6	Mahsurface_7	Mahsurface_8	Mahsurface_9
K_DeepCast_0m_m2_115	Bacteroidetes	Bacteria	5.72850963	3.668522222	3.597635	4.839959074	2.437961296	5.482709259	3.484482778	14.41812667	1.612998333	0.076261852	2.484459444	0.118475556	2.581334444	5.235954444	1.491081667	1.810122407	3.54775037	1.527319815	0.777035741	4.595855741	3.408858889	5.532304815	5.483219259	6.489128889
K_DeepCast_35m_m2_065	Bacteroidetes	Bacteria	20.24206626	14.02569325	17.26349816	16.2698589	12.90911288	14.62777485	70.87734847	13.79323497	3.275909202	54.76872209	8.728009202	77.16401288	8.119109202	18.25202454	14.08285215	17.74452883	9.701979755	68.25925951	30.51077607	9.076358896	7.684496933	6.88284908	12.78628773	13.74503742
K_DeepCast_250m_m2_333	Bacteroidetes	Bacteria	4.333815973	2.591018303	2.958790349	4.031241597	1.993695674	7.916983361	3.453413478	9.11593827	3.875918303	0.412492679	8.181075707	0.406425957	7.304138769	3.796308486	1.428729784	1.957263228	3.117854077	2.027675042	1.160307321	5.864575208	7.81322812	6.543863561	7.526371215	13.05808453
M_surface_9_mx_152	Bacteroidetes	Bacteria	0.854561176	0.675441765	0.526853529	0.5829675	0.490707647	1.809548824	0.423768971	1.679790882	0.534980441	0.1387375	1.016063382	0.372467353	1.114645735	1.395721618	0.880882059	0.906173824	1.132451324	0.354124265	0.205967794	4.060941912	6.116400441	2.319348971	1.770322794	9.800655735
M_surface_9_m1_277	Bacteroidetes	Bacteria	0.253580093	0.228718981	0.242073611	0.22494537	0.168326852	0.252131481	0.649380556	0.391880556	0.969704167	0.25554213	2.994875	0.134909259	2.247297685	0.734427778	0.375823148	0.642818519	0.690818519	1.041377778	0.544411111	6.32830787	2.531184259	5.101464352	0.867064815	9.023027778
K_DeepCast_150m_m2_049	Bacteroidetes	Bacteria	36.3145817	3.714085268	17.81069196	10.14462366	7.110642857	0.024208929	0.024721429	0.027171429	0.009810268	0.002929018	0.017854911	0.001426339	0.016656696	7.449990625	21.1693442	6.283605357	0.010655804	0.008180804	0.670644643	0.021078125	0.035094196	0.027637946	0.021077232	0.049324554
K_DeepCast_150m_m2_259	Bacteroidetes	Bacteria	8.41001901	1.545354257	9.167529901	2.744437822	2.09404297	0.008025743	0.010841386	0.010585149	0.004230891	0.004308515	0.005145941	0.001695248	0.006154455	2.319455446	7.43288297	2.252798218	0.003487129	0.003522772	0.314133465	0.008165941	0.017248911	0.019510297	0.011198614	0.017047327
K_DeepCast_100m_m2_162	Bacteroidetes	Bacteria	20.78331161	1.354595011	7.126474078	2.689502928	2.655801735	0.005969089	0.020054772	0.00478308	0.00163731	0.01361757	0.005096095	0.004039046	0.00351551	4.467725597	7.796673536	2.000342408	0.003898373	0.006587093	0.934002603	0.007308351	0.008064751	0.014536117	0.009346529	0.009557701
K_DeepCast_250m_mx_282	Bacteroidetes	Bacteria	3.356241597	4.553366667	4.306671524	7.863452987	6.525940815	0.014008822	0.008405974	0.000591625	0.00086019	0.005301675	0.372712507	0.13821809	0.085451535	0.947164712	7.552826521	6.7698756	0.196120826	0.044266443	0.217801898	0.031337744	0.034076996	0.156348855	0.109711725	0.094801061
K_DeepCast_100m_m1_107	Bacteroidetes	Bacteria	37.55927731	32.55067983	33.7221395	39.63015546	24.14526471	82.76760336	33.60396891	79.48895378	5.394745378	0.632563025	14.19727731	0.376906723	10.81734706	49.2856395	20.26236471	31.35157899	48.47520168	24.05715966	16.08181429	64.99785546	50.10866303	72.82233782	69.30209412	107.6418017
K_DeepCast_100m_mx_053	Bacteroidetes	Bacteria	20.49287044	17.77795328	16.07638139	18.24396223	12.63679471	42.65011588	13.32773996	51.09181223	29.51205876	4.070894161	38.77945182	6.485616971	38.98246478	30.41711423	15.2972042	19.27221551	30.49039051	12.85713431	9.000193613	46.82825365	56.31813796	40.82640201	43.42125876	46.14534416
K_DeepCast_100m_m1_299	Bacteroidetes	Bacteria	12.52413659	8.698660156	8.760917318	10.5381418	6.879027344	25.54251029	7.76495651	27.46140807	14.45997943	3.708455339	26.79003516	5.24065013	21.54462708	18.90989818	6.950091667	12.51447396	17.21172799	8.103630469	5.29215	27.78323438	25.7395487	26.37840091	29.55021602	30.78664701
K_DeepCast_100m_m2_024	Bacteroidetes	Bacteria	10.17105973	5.789014262	6.570046141	7.983292617	4.402618456	16.07854614	7.004720805	18.66311191	8.692533557	0.631446644	17.81154866	0.629434899	16.05030302	7.797841443	2.989754027	4.187606879	6.409510906	3.817758557	2.088236409	11.01711057	16.59929631	12.97222903	14.9329849	28.23133674
K_Offshore_0m_m2_159	Bacteroidetes	Bacteria	8.813493854	4.775847176	5.445363621	6.734238206	3.716996013	16.4373809	5.990388372	17.82642641	8.914116113	0.59432309	18.91211047	0.716277907	16.67053721	7.741786711	3.300237874	4.165393854	6.051940199	3.053014452	1.822107309	13.79284037	19.84828173	15.51939618	16.92695465	23.95501827
M_surface_9_m1_279	Bacteroidetes	Bacteria	2.515953165	1.000905063	1.53193038	1.980467089	0.863912658	3.989793671	1.840407595	4.064074684	1.840706329	0.397725316	3.030468354	0.666421519	3.299748101	2.762163291	1.656318987	2.011468354	2.829187342	1.538877215	1.072978481	10.81522911	8.543003797	7.407120253	6.65998481	14.6315962
K_Offshore_80m_m1_206	Bacteroidetes	Bacteria	79.00554375	33.646525	30.15184375	19.03167188	25.73294219	0.349926563	125.6766453	0.163782813	0.121432813	109.7442031	0.330015625	58.375125	0.2239	28.69162188	19.72115156	23.71346719	0.878007813	101.3737688	198.8503688	0.195882813	0.370823438	0.308742188	0.25145	0.249159375
K_DeepCast_1200m_m2_283	Chlorobi	Bacteria	537.885429	58.427284	259.02538	44.511294	84.205228	0.102815	1.1346	0.008197	0.008599	0.076964	0.006655	0.006179	0.005651	143.788831	81.657161	21.548951	0.008536	0.012345	7.835437	0.009991	0.013076	0.013356	0.010785	0.009717
M_surface_10_m2_196	Bacteroidetes	Bacteria	0.367567695	0.267682305	0.290534979	0.298030658	0.199654115	0.643731481	0.296483539	0.895392181	1.053199588	0.012946708	0.766633539	0.01662716	1.138754115	0.47971358	0.176165432	0.250534362	0.466869959	0.197032305	0.166611111	9.758383128	0.903982922	2.15733642	1.030223663	1.205898765
M_surface_7_m2_242	Bacteroidetes	Bacteria	27.16563672	14.05248281	17.09164297	21.63793672	10.62870313	50.23310703	20.07817266	59.75377188	25.19169609	0.29683125	57.24401094	0.371653906	48.37361016	18.40904922	6.344857813	9.448657031	15.5552625	5.478099219	4.092925781	40.37342266	50.807525	53.77603125	52.7078875	83.08517891
M_surface_9_m2_088	Bacteroidetes	Bacteria	19.01131	11.59784857	16.95044286	21.61482429	8.646134286	31.99641143	16.98769571	36.14733857	2.228565714	0.074604286	2.756385714	0.123501429	2.452024286	26.89545	12.29758286	20.11674429	29.72631714	12.75625857	9.280867143	95.40022143	170.75706	85.02661	76.14266	232.0213543
M_surface_10_m1_166	Bacteroidetes	Bacteria	10.18937074	5.583898148	6.467348889	6.862135926	4.310515185	18.37127519	8.101907037	18.5154737	5.818188519	2.480878519	12.13502	2.405448519	11.31278407	10.87002667	4.890705556	5.89044963	8.674661481	6.871276296	4.922442222	17.6177763	23.78034185	17.32853037	17.90883741	23.91471111
M_surface_6_mx_051	Bacteroidetes	Bacteria	10.3701112	5.605455658	6.382893995	6.432549538	4.564320092	17.81759376	8.137848614	16.53169642	6.254313279	6.170519284	14.44950531	8.161784065	12.92187379	10.14117806	5.050579215	6.135936374	8.025128522	7.11452552	5.173462356	14.45971097	14.30073337	18.61864561	16.84433718	22.18932818
M_DeepCast_50m_m1_274	Bacteroidetes	Bacteria	5.287344536	4.163005795	4.037445199	4.127612252	3.082903974	7.142263742	9.553061424	7.873389404	2.98541904	6.501165563	6.191934272	5.488748013	5.153838742	5.939405132	2.836467715	3.985736921	3.818353642	13.68574702	5.24414702	6.578903808	7.438625	6.66390745	7.01019702	9.806552815
M_surface_8_m1_077	Bacteroidetes	Bacteria	3.939905993	2.071874906	2.467046629	2.66681985	1.622875655	6.796008614	3.127706554	7.46078764	2.539067416	1.080865543	5.281307865	1.142462734	4.772008052	3.79171367	1.599668352	1.950014607	3.138658801	2.42016236	1.863203745	6.274757678	7.693460861	6.58980206	7.329199813	9.365166854
M_surface_8_mx_127	Bacteroidetes	Bacteria	3.425585157	2.401688834	2.339979058	2.577554305	1.807346009	6.886246726	2.770788341	6.364070942	3.821290448	3.295152377	7.241180359	3.220252332	7.060024574	4.587395874	2.22307704	2.826745067	3.954748296	3.236895112	1.734809955	5.637087848	4.550368744	5.596131166	7.719723408	5.641094664
M_surface_7_m1_092	Bacteroidetes	Bacteria	2.422835294	1.665269748	1.505953782	1.629964706	1.166447059	3.984463866	1.923078151	3.369338655	1.679487395	4.819672269	3.387473109	3.788105042	3.285963025	2.73462437	2.360108403	2.036136134	2.03632521	2.562317647	0.941054622	3.854245378	6.098595798	3.528104202	4.244984874	5.6107
M_surface_7_m1_073	Bacteroidetes	Bacteria	1.150542636	0.631235659	0.747303101	0.861497674	0.422282946	2.053944186	0.687189147	2.212212403	0.653936434	1.432349612	2.620009302	1.093178295	1.475839535	1.531696124	1.036545736	0.773685271	1.39340155	0.657531783	0.489171318	1.607795349	3.029996899	2.09400155	2.328915504	2.723296899
M_surface_9_m1_013	Bacteroidetes	Bacteria	123.7153143	75.29237857	95.74298571	102.4309714	62.87407143	237.4001071	84.63342143	256.5236143	190.5688857	2.473407143	291.6867786	3.16825	232.33535	138.1210571	60.85528571	86.28634286	138.1457714	62.35432143	49.16389286	285.5555857	239.78565	293.1948429	328.1759571	373.5611714
M_surface_9_m1_282	Bacteroidetes	Bacteria	24.74753	12.89188	16.75754	19.48254	12.25614	44.56575	17.8756	45.43342	13.83821	0.55376	29.17966	0.50815	25.02915	14.82457	7.07277	9.7534	13.2799	5.84096	4.73727	21.42878	34.77267	26.71465	21.60521	46.37876
M_surface_7_m2_191	Bacteroidetes	Bacteria	16.81452727	11.87212727	12.82579091	14.05350909	9.229781818	29.77893636	11.61750909	36.07267273	19.09545455	0.411163636	31.47891818	0.739545455	25.72426364	13.27653636	5.622890909	8.070509091	13.66083636	5.756354545	4.710909091	29.43188182	17.24103636	25.81881818	29.86325455	25.13152727
M_surface_9_m1_241	Bacteroidetes	Bacteria	11.25115455	12.34137576	11.25095152	12.41455455	6.781863636	25.19820303	10.95948182	34.46953636	14.75490303	0.274324242	19.83944848	0.358124242	16.18993636	17.83497879	7.238878788	10.84989697	19.65150606	8.446421212	6.947657576	25.0727303	11.09738182	20.55138788	24.57609697	21.74915152
M_DeepCast_50m_m1_018	Bacteroidetes	Bacteria	65.796005	65.37957	51.74271	37.988425	53.244645	18.80676	245.037855	18.5454	5.17924	202.25732	10.897295	175.29262	10.290785	57.286935	42.44301	47.90265	10.91649	275.85472	205.285085	15.29423	15.43116	15.208205	15.27369	22.518695
K_Offshore_surface_m2_247	Bacteroidetes	Bacteria	4.3045575	2.948608438	3.394852813	3.107422188	2.2077175	7.731261875	2.949542188	11.69288219	7.578634063	0.150739063	9.55925875	0.168478125	9.819474063	5.73776875	1.996322188	2.313854375	4.84789375	2.225372188	1.695991875	6.789423438	5.768515313	6.577579063	8.579763125	8.50628375
M_surface_9_mx_130	Bacteroidetes	Bacteria	3.397914695	2.559476908	2.792779771	3.079009351	1.858987786	6.071545992	3.039862786	7.575060305	3.29364313	2.094752863	4.517300954	2.005809351	4.269653053	3.655600382	1.650001527	2.097854771	3.173041603	2.393567748	1.432544847	5.929065076	6.084243511	5.544582061	5.932123473	8.354700763
M_DeepCast_65m_mx_068	Bacteroidetes	Bacteria	51.67970374	24.73153925	27.20628598	27.29265047	29.5112486	6.710560748	14.11753738	7.452124299	3.919030841	10.66527757	5.972302804	6.199629907	5.114002804	19.76631308	31.18013271	30.66524579	3.919357944	6.882339252	157.5452	6.193039252	5.212190654	5.727608411	6.030739252	7.597305607
M_DeepCast_50m_m1_285	Bacteroidetes	Bacteria	1.425723077	2.985724556	2.154663905	1.890013609	1.532948521	0.891071006	9.703886686	0.67515503	0.070281953	12.00054734	0.113544675	1.381822781	0.10415355	7.849356509	4.518815976	6.425335799	5.193507692	26.37876302	6.296111538	7.04547929	0.502959172	6.286210059	6.298551183	4.686515385
K_DeepCast_100m_m2_150	Bacteroidetes	Bacteria	89.62772857	44.4025551	58.61758571	66.4630551	37.53528571	152.4076245	56.69221633	166.3752082	54.41907347	0.542946939	86.43970612	0.806161224	91.30588367	54.27871837	24.83141633	32.03502449	47.65553673	18.60854694	14.28774898	72.69406531	75.05802245	89.36164082	69.50752245	155.2319898
K_DeepCast_0m_mx_011	Bacteroidetes	Bacteria	13.354205	8.679965	9.277875	12.744	6.98417	23.718665	10.53596	28.831805	16.70504	0.769475	36.037	0.82078	32.41996	10.53199	3.94238	5.574465	8.01646	4.848725	2.38998	13.82554	24.549995	17.42136	26.337065	39.504725
K_DeepCast_300m_mx_218	Deltaproteobacteria	Bacteria	3.569107027	7.39087749	4.552861067	6.18526351	9.090208493	2.557455919	1.856746223	2.523005975	1.367344607	1.596581586	1.912687561	1.772666328	2.115969072	2.377247125	7.921654528	6.679928824	1.526528561	1.809629237	1.409181661	1.889759151	1.627638745	1.750150244	1.434869448	1.71505171
K_DeepCast_250m_m2_015	Bathyarchaeota	Archaea	3.029309714	6.314629714	5.121713714	9.177668286	9.553167714	0.000128571	0.014833429	0	0	0.062151429	0.000368286	0.043466571	0.001709429	0.635430286	10.36103714	10.09362229	0.000364286	0.029165714	0.083742286	0.004545714	0.003175429	0.013448	0.004736571	0.002991714
K_DeepCast_35m_m2_259	Betaproteobacteria	Bacteria	29.63974353	53.82639425	35.50565618	30.27263578	41.691425	11.43977457	128.7042783	11.07720043	3.904523563	180.0896055	7.971325718	227.3594174	5.509565805	45.67678534	36.13450014	51.68324181	11.82717385	200.1615447	129.3780737	4.305116667	4.93826681	3.235271121	6.708757902	8.659149282
K_Offshore_40m_m1_259	Betaproteobacteria	Bacteria	4.000856	4.4337654	3.5337056	4.1391766	3.1529262	6.4477802	4.5222952	9.4074328	7.0303096	4.1690482	9.7726764	7.4647696	7.657257	7.5282872	3.8953204	6.3483554	7.1891178	5.8765624	4.6946108	6.5069358	3.5663286	4.6916908	6.7759632	6.1595108
K_Offshore_80m_m2_113	Betaproteobacteria	Bacteria	2.747345902	3.31615	2.694714754	2.357936885	2.549092077	4.87379071	2.135329508	8.101162022	1.804995355	6.102043716	2.31777541	13.4020694	1.715783333	7.052699727	3.795212842	4.418614754	6.191578689	3.375995902	3.163872131	2.745864754	1.30817541	1.567789071	3.826405738	2.898274317
K_Offshore_40m_m1_292	Betaproteobacteria	Bacteria	3.538489828	2.462867759	2.602494655	2.328012759	1.886616552	5.264589828	2.062335345	7.698447414	8.565686207	0.427654655	9.480382931	0.650908276	8.745617241	4.094208103	2.339027931	2.567087759	4.071105862	1.68446	1.796307931	6.148372586	2.428047931	5.14531431	7.172498966	3.988353103
K_DeepCast_65m_m2_129	Betaproteobacteria	Bacteria	60.42325947	100.7285974	69.75557947	52.57034158	74.69873263	6.758349474	283.7145289	6.012895263	2.403847368	362.2869989	5.777523158	413.6478774	3.971037368	83.73406737	61.41647789	85.14099211	11.73500526	393.17872	317.1990084	2.913311053	3.824805263	2.218954211	4.343501579	6.708487368
K_Offshore_40m_m2_212	Betaproteobacteria	Bacteria	12.28351729	18.14307397	13.19481832	11.44207654	13.95633784	4.146496747	46.94994092	5.190939555	1.859161986	63.45572705	4.215391096	81.89975479	2.449819178	17.7199363	12.07445257	17.88354332	4.917751027	74.1464726	47.3815911	2.043779281	2.085288527	1.525960103	3.136882021	3.791279623
K_Offshore_0m_m1_114	Betaproteobacteria	Bacteria	1.530286341	1.682158341	1.393281171	1.45025678	1.176042146	2.193352488	1.278849561	3.600482439	7.94023961	0.81681922	5.945666537	1.041664488	5.604921854	3.023045659	1.938066927	2.563595512	2.820264878	1.625468488	1.297850439	3.80490878	1.207528098	3.311893366	4.444475512	2.218762049
K_Offshore_surface_m1_265	Betaproteobacteria	Bacteria	3.038684432	3.921964656	2.929434783	2.795387377	2.897092286	2.245614165	8.407190323	3.195448668	1.931100281	10.67003408	2.586547966	14.26044544	2.646192286	4.707585835	2.813969285	4.385176157	2.657492567	12.81371417	8.809763815	1.938365638	1.274053156	1.464369846	2.266634081	2.191869705
M_surface_6_m1_036	Betaproteobacteria	Bacteria	6.490661186	8.895236119	6.555332345	5.717192722	6.936166577	2.158421563	23.86496604	2.592297305	1.111619946	31.08096146	1.958590566	39.90744825	1.464774933	8.959230189	5.944334771	8.767408086	2.47361752	36.73499191	24.01850889	1.167340701	1.717102695	0.920823989	1.682007817	2.079622372
K_Offshore_80m_m2_139	Betaproteobacteria	Bacteria	1.928511914	2.553464664	2.032705499	1.478433299	1.895595316	1.044931466	6.226239206	1.112917719	0.648635642	10.63503035	0.94032444	15.80959084	0.772718228	2.467114155	1.792885947	2.135222505	1.064123727	8.247884521	4.75307556	0.823756212	0.578309369	0.720139104	1.018459063	0.841781976
K_Offshore_80m_m2_043	Betaproteobacteria	Bacteria	0.934041343	1.151440597	0.875702687	0.744934328	0.920481791	0.604329552	2.054337463	0.715235075	0.307867761	5.792425821	0.455956119	11.29740313	0.353306716	1.041995522	0.866170896	1.080382537	0.623767612	2.534556418	1.887344478	0.348235075	0.296613881	0.431245672	0.490613582	0.332407463
K_Offshore_120m_m2_141	Betaproteobacteria	Bacteria	2.531762185	3.424472059	2.707497584	1.764943592	2.489832878	0.693104937	9.150414706	0.681499055	0.329484769	18.19527059	0.523940966	21.96035546	0.411461239	2.96801145	2.36283666	2.542515966	0.836268803	12.0521625	6.508652416	0.326595483	0.249360609	0.288083824	0.416999055	0.345302731
K_Offshore_80m_m1_178	Betaproteobacteria	Bacteria	7.48836063	9.059104724	6.764307874	4.244614961	7.230722047	0.626229134	25.9338748	0.552232283	0.43171811	42.17293465	0.641004724	40.86514094	0.511437795	7.301238583	5.725794488	6.703601575	1.114282677	36.59067717	22.14965906	0.422907087	0.383376378	0.483124409	0.550555118	0.532917323
M_DeepCast_65m_m2_058	Betaproteobacteria	Bacteria	5.349750139	1.46455376	1.969054689	0.863322098	1.718687372	0.215090344	0.995937047	0.239211792	0.174472145	1.43349675	0.18687818	0.909115135	0.207792386	1.70101662	1.030350325	1.023251253	0.196094522	0.809391086	9.361263045	0.310598979	0.32764364	0.597293686	0.333997214	0.215312071
M_surface_10_m2_064	Alphaproteobacteria non LD12	Bacteria	12.78666296	10.34284815	10.99604815	12.71585185	6.421918519	18.71558889	9.188777778	30.26588148	21.31617037	0.126025926	46.98109259	0.198988889	35.53564444	46.23283704	19.74085185	25.84862593	49.4266	19.14191852	11.95626296	83.46172222	92.73170741	70.47288148	75.90130741	174.0225593
K_DeepCast_35m_m1_018	Betaproteobacteria	Bacteria	127.6983776	109.3320224	105.4487224	129.396451	72.94245306	236.7422224	90.27203265	273.8901102	208.9802041	3.061981633	288.0735714	6.217440816	293.8406265	183.697051	84.34197959	108.7628796	186.4718959	84.29210612	58.4261	327.5827143	173.7225816	323.8648776	312.4282918	275.7282571
K_DeepCast_35m_m1_286	Betaproteobacteria	Bacteria	38.895283	42.27744448	35.88592748	36.67889462	26.84502125	84.79564589	28.93748215	125.5115436	67.85426176	7.282631161	82.47994703	9.226262323	66.85860227	48.09369887	28.18346176	27.85648867	47.45488697	22.27339915	18.05111671	36.96205836	15.97075241	34.69148754	35.65098215	28.83678357
K_Offshore_40m_m2_080	Betaproteobacteria	Bacteria	25.47285657	17.4781699	15.67164689	17.93861869	11.74128322	56.22850882	12.24923651	69.59665882	48.07459377	0.303444637	63.56284412	0.436523875	66.80005969	25.38122128	13.74057042	11.9545083	21.57457612	7.282153806	5.325347405	26.42719481	12.22147284	27.08748858	23.08285104	22.42609862
M_surface_9_m1_249	Betaproteobacteria	Bacteria	24.68126	15.2641075	14.6965575	17.451365	11.81234	48.1944675	14.1033875	49.7483625	35.232	1.0781325	53.6960125	1.4166475	51.2918625	34.10391	19.441915	21.848555	32.5341675	13.93571	10.0479375	48.177375	32.19775	56.5642575	46.2283125	67.476975
M_surface_7_m1_304	Betaproteobacteria	Bacteria	14.09869615	13.95777564	11.78128795	13.64389128	10.12449359	30.8672941	11.86060179	38.08335615	16.19608128	3.784797692	19.45996333	4.974701282	18.43171179	28.35961205	15.80466641	17.87628179	25.7879141	11.9269341	9.532307692	32.45842282	10.34697231	33.66497154	28.49043333	24.91579462
K_Offshore_0m_mx_055	Betaproteobacteria	Bacteria	13.56960935	12.86700393	11.6481428	12.95844523	8.779845047	30.43544953	8.62778486	37.31171981	30.60870243	1.247994206	39.86466187	1.879539439	37.78327103	22.1171286	10.46212206	12.83364561	22.66945346	8.959085981	6.365594579	34.69449981	20.98432841	30.60845421	31.1245686	29.0429929
K_Offshore_40m_mx_206	Betaproteobacteria	Bacteria	10.72186808	9.430529383	8.44720133	8.876575212	6.366702781	25.05531802	6.755819347	31.97674208	23.37383869	0.689184764	29.51821886	1.196698549	31.30731112	14.28329407	6.991693712	6.799644135	12.87385925	4.711122854	3.453856348	17.6231948	9.218025877	17.27513301	13.55354897	14.17248972
K_Offshore_40m_m1_237	Betaproteobacteria	Bacteria	11.75619797	10.94014919	9.803954472	10.65380447	7.248707317	23.31988374	7.578019919	29.18453211	31.87316423	1.704361382	44.93636301	1.938844715	36.94338699	16.82591016	7.651543902	9.959359756	16.52532154	7.765858943	6.092896748	23.79170447	16.42913171	23.10285691	21.70093699	25.98141179
K_Offshore_surface_m2_092	Betaproteobacteria	Bacteria	5.049477088	4.619368308	3.701933619	4.081843683	3.111546681	11.8544803	2.819782441	16.55831756	15.08948758	0.13987409	17.18883084	0.191900642	17.53803726	7.241801713	3.776986081	3.61959636	6.754292077	2.229800428	1.709799143	8.140849036	4.017884368	8.411492291	7.180568951	7.379542612
K_Offshore_0m_mx_098	Betaproteobacteria	Bacteria	3.846864438	3.730452021	3.4455723	3.707807862	2.606566348	8.662621161	2.373612711	10.09435422	14.43668501	0.313140926	19.28458406	0.506574798	17.36663079	7.214913446	3.710925937	4.52474989	7.865896988	3.022111315	2.331430492	12.20146701	7.692167524	10.89015812	11.12342719	10.39290558
K_Offshore_surface_m1_010	Betaproteobacteria	Bacteria	3.208093392	2.551518502	2.215669163	2.693082819	1.814474449	6.631544053	1.687095154	7.957184141	8.201585903	0.192159912	10.71066123	0.338500881	12.73515683	5.280001322	2.197576211	2.930463877	4.717956828	1.802814097	1.333486784	9.895657269	5.112026872	9.251305286	8.702870485	7.781339648
K_Offshore_120m_m1_203	Betaproteobacteria	Bacteria	2.676558416	1.178070693	1.074434257	0.782223762	0.979777822	0.828559802	1.078626337	1.02426396	0.716721386	9.972485149	0.89173901	1.285331089	0.987090495	1.210946931	0.999365149	1.291366733	0.622346337	1.597932475	2.51433703	1.683915248	1.851197624	2.258780792	1.671811485	0.958875644
M_surface_10_m1_315	Betaproteobacteria	Bacteria	0.379199435	0.245656497	0.149782674	0.166527684	0.18393371	0.21732806	0.169909605	0.270708286	0.482378719	0.406762335	0.312171186	0.142810923	1.432219774	0.242769868	0.165651601	0.297204708	0.227483051	0.191005461	0.162686252	10.7079646	0.607880979	3.951793785	0.690894915	0.395108286
K_Offshore_40m_m1_049	Gammaproteobacteria	Bacteria	96.03965	46.91094167	50.93053333	58.32696667	36.26742083	184.5237667	39.51207083	224.516225	96.09346667	4.807804167	157.9969208	12.74301667	170.6619083	120.6933958	44.14670417	51.958925	96.75420833	36.879225	23.49882083	254.7018667	170.57115	239.3563792	222.7096333	241.407825
M_DeepCast_65m_m2_126	Betaproteobacteria	Bacteria	13.36453636	2.342609091	3.462240909	1.137777273	2.077134091	0.012063636	5.240922727	0.007052273	0.009438636	6.120436364	0.006695455	0.351556818	0.009945455	8.075820455	4.964520455	3.811115909	0.006159091	0.230931818	74.63785455	0.03415	0.018725	0.080781818	0.016202273	0.019056818
K_Offshore_40m_mx_035	Betaproteobacteria	Bacteria	17.01134103	14.94695231	14.48326051	16.06531487	10.40601077	35.29184205	12.55292615	42.52057282	25.73352462	4.54895641	39.62417692	7.391150769	35.42968051	24.90457487	12.33548205	16.12547795	26.11609282	11.82608769	8.12873641	37.49488205	27.57909795	35.74439897	37.52569744	32.41206667
M_surface_6_mx_048	Betaproteobacteria	Bacteria	15.4791729	13.10115741	12.58387655	14.3934656	9.681186504	30.93814845	13.04909535	34.2443354	23.37944735	7.145751106	34.08695332	11.49026217	30.90764712	22.70189049	10.85627555	16.39834668	23.45908894	12.14715664	8.679357854	33.47221162	22.82773108	31.4216396	36.97280608	31.78374779
K_Offshore_40m_mx_130	Betaproteobacteria	Bacteria	8.262400956	7.273600382	6.563624857	7.326597706	4.943364818	18.12208164	4.970350669	22.23213327	18.77578088	0.658483174	27.22212218	1.138042256	25.04993059	13.55140784	6.407378394	7.790864627	13.52387916	5.234597897	3.826600765	21.72171587	17.0265738	19.89884359	20.67165774	19.18602925
M_DeepCast_100m_m1_373	Betaproteobacteria	Bacteria	110.5204534	16.28547034	34.72439746	10.59932712	20.12813051	0.270607627	7.523551695	0.278219492	0.221361017	19.47801102	0.25319661	1.689307627	0.284979661	37.28302119	21.12800424	16.45248729	0.215870339	1.401388136	172.4639669	0.452377966	0.781472034	1.369323729	0.617599153	0.345394068
K_DeepCast_1200m_m1_317	CP BRC1	Bacteria	0.09983778	9.510433751	0.239345479	0.845412175	2.763739302	0.059180483	0.023037243	0.03719803	0.017324709	0.003029902	0.019682722	0.004402238	0.018855416	0.032715667	0.745165354	5.878357475	0.015215219	0.009216294	0.016125246	0.01367538	0.00652838	0.025196329	0.009272426	0.023520322
K_DeepCast_250m_m2_227	Calditrichaeota	Bacteria	5.512797959	15.58414728	10.76045272	24.85062483	18.54641837	0.016928571	0.014154082	0.021388095	0.015726531	0.001884694	0.012895578	0.00102415	0.01807381	1.262506803	25.4521415	27.2784	0.012745238	0.005614626	0.236420068	0.01887483	0.004704082	0.011619728	0.007863265	0.008817687
K_DeepCast_100m_mx_254	Calditrichaeota	Bacteria	9.946640982	0.77683185	2.996457713	0.918203991	0.923069532	0.001554566	0.088069225	0.000447813	0.00045472	0.093494705	0.000418035	0.008150959	0.000536761	2.835871988	1.82670921	1.031905449	0.000452187	0.015906907	5.835197467	0.001627475	0.001860706	0.004232924	0.001241443	0.002464006
M_DeepCast_65m_m1_265	Calditrichaeota	Bacteria	12.45386495	1.7355	3.291697664	1.772347664	2.271614953	0.141804673	0.825415421	0.236058879	0.126279907	1.079099065	0.148478972	0.080782243	0.154834579	1.929633178	1.474845794	1.217020561	0.126907009	0.164255607	13.52121963	0.19382757	0.086687383	0.121845327	0.116130841	0.130441121
M_DeepCast_400m_m2_340	Calditrichaeota	Bacteria	0.136487613	4.36140045	0.33125045	3.608565991	5.957954505	0.000348198	0.001991216	0	0	0.000567793	0	0.001566441	0	0.030517117	2.415476351	8.902476802	0.000879505	0.002527928	0.007640991	0.000651126	0.001366216	0.002243468	0.000115991	0.000115991
M_DeepCast_400m_m2_293	CP Aminicemantes (OP8)	Bacteria	1.131422509	7.112231365	2.587278782	6.640412731	8.52005203	0.001256458	0.009687085	0.000624539	0.000997048	0.006814576	0.000506273	0.007669557	0.002040959	0.249757565	6.34819631	12.63175387	0.000924723	0.007385055	0.102319188	0.004634317	0.003324723	0.012482841	0.002623801	0.002192435
